description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
Bebida Gaseosa Backus Botella X300mL,S/ 1.20,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,300.0,ml,Bebida Gaseosa Backus Botella X,1.2,tottus,,GUARANA,BEBIDA HIDRATANTE
Bebida Rehidratante GATORADE Cool Blue Botella...,S/ 2 un,plaza_vea,BEBIDA HIDRATANTE,2024-12-05 16:08:12.362031,500.0,ml,Bebida Rehidratante GATORADE Cool Blue Botella,2.0,plaza_vea,Botella 500ml,,BEBIDA HIDRATANTE
Bebida Rehidratante ELECTROLIGHT Manzana Botel...,S/ 2.10 un,plaza_vea,BEBIDA HIDRATANTE,2024-12-05 16:08:12.362031,475.0,ml,Bebida Rehidratante ELECTROLIGHT Manzana Botel,2.1,plaza_vea,Botella 475ml,,BEBIDA HIDRATANTE
Bebida Rehidratante ELECTROLIGHT Mora Botella ...,S/ 2.10 un,plaza_vea,BEBIDA HIDRATANTE,2024-12-05 16:08:12.362031,475.0,ml,Bebida Rehidratante ELECTROLIGHT Mora Botella,2.1,plaza_vea,Botella 475ml,,BEBIDA HIDRATANTE
Bebida Rehidratante ELECTROLIGHT Granadilla Bo...,S/ 2.10 un,plaza_vea,BEBIDA HIDRATANTE,2024-12-05 16:08:12.362031,475.0,ml,Bebida Rehidratante ELECTROLIGHT Granadilla Bo,2.1,plaza_vea,Botella 475ml,,BEBIDA HIDRATANTE
Bebida Rehidratante ELECTROLIGHT Fresa Botella...,S/ 2.10 un,plaza_vea,BEBIDA HIDRATANTE,2024-12-05 16:08:12.362031,475.0,ml,Bebida Rehidratante ELECTROLIGHT Fresa Botella,2.1,plaza_vea,Botella 475ml,,BEBIDA HIDRATANTE
Bebida Rehidratante ELECTROLIGHT Mora Botella 475ml,S/ 2.10,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,475.0,ml,Bebida Rehidratante ELECTROLIGHT Mora Botella,2.1,vivanda,,ELECTROLIGHT,BEBIDA HIDRATANTE
Bebida Rehidratante ELECTROLIGHT Manzana Botella 475ml,S/ 2.10,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,475.0,ml,Bebida Rehidratante ELECTROLIGHT Manzana Botella,2.1,vivanda,,ELECTROLIGHT,BEBIDA HIDRATANTE
Bebida Rehidratante Electrolight Granadilla Botella 475 ml,S/ 2.10,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,475.0,ml,Bebida Rehidratante Electrolight Granadilla Botella,2.1,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Electrolight Piña Botella 475 ml,S/ 2.10,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,475.0,ml,Bebida Rehidratante Electrolight Piña Botella,2.1,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante Electrolight Fresa Botella 473 ml,S/ 2.10,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,473.0,ml,Bebida Rehidratante Electrolight Fresa Botella,2.1,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Cero Fresa 475 mL,S/ 2.20,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,475.0,ml,Bebida Rehidratante Cero Fresa,2.2,tottus,,ELECTROLIGHT,BEBIDA HIDRATANTE
Bebida Rehidratante Sporade Tropical Botella 500ml,S/ 2.40,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,500.0,ml,Bebida Rehidratante Sporade Tropical Botella,2.4,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante Sporade Mandarina Botella 500 ml,S/ 2.40,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,500.0,ml,Bebida Rehidratante Sporade Mandarina Botella,2.4,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante Powerade Maracuyá Botella 600ml,S/ 2.40,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,600.0,ml,Bebida Rehidratante Powerade Maracuyá Botella,2.4,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante Sporade Blueberry Botella 500 ml,S/ 2.40,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,500.0,ml,Bebida Rehidratante Sporade Blueberry Botella,2.4,wong,,,BEBIDA HIDRATANTE
REHIDRATANTE APPLE ICE SIN AZUCAR X500ML,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,500.0,ml,REHIDRATANTE APPLE ICE SIN AZUCAR X,2.4,tottus,,SPORADE,BEBIDA HIDRATANTE
Bebida Rehidratante Powerade Mora Botella 600ml,S/ 2.40,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,600.0,ml,Bebida Rehidratante Powerade Mora Botella,2.4,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante Sabor Mandarina 500 mL,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,500.0,ml,Bebida Rehidratante Sabor Mandarina,2.4,tottus,,SPORADE,BEBIDA HIDRATANTE
REHIDRATANTE MULTIFRUTAS BOTELLA X 600ML,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,600.0,ml,REHIDRATANTE MULTIFRUTAS BOTELLA X,2.4,tottus,,POWERADE,BEBIDA HIDRATANTE
Bebida Rehidratante Tropical 500 mL,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,500.0,ml,Bebida Rehidratante Tropical,2.4,tottus,,SPORADE,BEBIDA HIDRATANTE
REHIDRATANTE MARACUYA BOTELLA X 600ML,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,600.0,ml,REHIDRATANTE MARACUYA BOTELLA X,2.4,tottus,,POWERADE,BEBIDA HIDRATANTE
Bebida Rehidratante Sabor Fruta Tropical 500 mL,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,500.0,ml,Bebida Rehidratante Sabor Fruta Tropical,2.4,tottus,,GATORADE,BEBIDA HIDRATANTE
Bebida Rehidratante Sabor Cool Blue 500 mL,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,500.0,ml,Bebida Rehidratante Sabor Cool Blue,2.4,tottus,,GATORADE,BEBIDA HIDRATANTE
Bebida Rehidratante Sabor Manzana 500 mL,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,500.0,ml,Bebida Rehidratante Sabor Manzana,2.4,tottus,,GATORADE,BEBIDA HIDRATANTE
Bebida Rehidratante Sabor Mandarina 500 mL,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,500.0,ml,Bebida Rehidratante Sabor Mandarina,2.4,tottus,,GATORADE,BEBIDA HIDRATANTE
Bebida Rehidratante SPORADE Blueberry Botella ...,S/ 2.40 un,plaza_vea,BEBIDA HIDRATANTE,2024-12-05 16:08:12.362031,500.0,ml,Bebida Rehidratante SPORADE Blueberry Botella,2.4,plaza_vea,Botella 500ml,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Cool Blue Botella 500ml,S/ 2.40,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,500.0,ml,Bebida Rehidratante Gatorade Cool Blue Botella,2.4,wong,,,BEBIDA HIDRATANTE
REHIDRATANTE MORA BOTELLA X 600ML,S/ 2.40,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,600.0,ml,REHIDRATANTE MORA BOTELLA X,2.4,tottus,,POWERADE,BEBIDA HIDRATANTE
Bebida Rehidratante Sin Azúcar Sporade Apple Ice Botella 500ml,S/ 2.40,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,500.0,ml,Bebida Rehidratante Sin Azúcar Sporade Apple Ice Botella,2.4,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Tropical Botella 500ml,S/ 2.40,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,500.0,ml,Bebida Rehidratante Gatorade Tropical Botella,2.4,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante SPORADE Mandarina Botella 500ml,S/ 2.40,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,500.0,ml,Bebida Rehidratante SPORADE Mandarina Botella,2.4,vivanda,,SPORADE,BEBIDA HIDRATANTE
Bebida Rehidratante SPORADE Tropical Botella 500ml,S/ 2.40,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,500.0,ml,Bebida Rehidratante SPORADE Tropical Botella,2.4,vivanda,,SPORADE,BEBIDA HIDRATANTE
Bebida Rehidratante sin Azúcar SPORADE Apple Ice Botella 500ml,S/ 2.40,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,500.0,ml,Bebida Rehidratante sin Azúcar SPORADE Apple Ice Botella,2.4,vivanda,,SPORADE,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Apple Ice Botella 500ml,S/ 2.40,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,500.0,ml,Bebida Rehidratante Gatorade Apple Ice Botella,2.4,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Sin Azúcar Sporade Tropical Botella 500ml,S/ 2.40,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,500.0,ml,Bebida Rehidratante Sin Azúcar Sporade Tropical Botella,2.4,wong,,,BEBIDA HIDRATANTE
Rehidratante Powerade Uva Botella 600ml,S/ 2.40,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,600.0,ml,Rehidratante Powerade Uva Botella,2.4,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Powerade Multifrutas Botella 600ml,S/ 2.40,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,600.0,ml,Bebida Rehidratante Powerade Multifrutas Botella,2.4,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Sporade Tropical Botella 500ml,S/ 2.40,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,500.0,ml,Bebida Rehidratante Sporade Tropical Botella,2.4,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Powerade Maracuyá Botella 600ml,S/ 2.40,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,600.0,ml,Bebida Rehidratante Powerade Maracuyá Botella,2.4,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante SPORADE Sabor a Uva Botella 500ml,S/ 2.40,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,500.0,ml,Bebida Rehidratante SPORADE Sabor a Uva Botella,2.4,vivanda,,SPORADE,BEBIDA HIDRATANTE
Rehidratante Powerade Uva Botella 600ml,S/ 2.40,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,600.0,ml,Rehidratante Powerade Uva Botella,2.4,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Cool Blue Botella 500ml,S/ 2.40,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,500.0,ml,Bebida Rehidratante Gatorade Cool Blue Botella,2.4,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Mandarina Botella 500ml,S/ 2.40,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,500.0,ml,Bebida Rehidratante Gatorade Mandarina Botella,2.4,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante POWERADE Maracuyá Botella 600ml,S/ 2.40,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,600.0,ml,Bebida Rehidratante POWERADE Maracuyá Botella,2.4,vivanda,,POWERADE,BEBIDA HIDRATANTE
Bebida Rehidratante Powerade Limón Botella 600ml,S/ 2.40,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,600.0,ml,Bebida Rehidratante Powerade Limón Botella,2.4,metro,,,BEBIDA HIDRATANTE
Bebida de té negro sabor frutos rojos 500 mL,S/ 2.50,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,500.0,ml,Bebida de té negro sabor frutos rojos,2.5,tottus,,FREE TEA,BEBIDA HIDRATANTE
Bebida Rehidratante GATORADE Mandarina Botella 500ml,S/ 2.90,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,500.0,ml,Bebida Rehidratante GATORADE Mandarina Botella,2.9,vivanda,,GATORADE,BEBIDA HIDRATANTE
Bebida Rehidratante GATORADE Tropical Fruit Botella 500ml,S/ 2.90,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,500.0,ml,Bebida Rehidratante GATORADE Tropical Fruit Botella,2.9,vivanda,,GATORADE,BEBIDA HIDRATANTE
Bebida Rehidratante Sporade Tropical Botella 625ml,S/ 3.00,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,625.0,ml,Bebida Rehidratante Sporade Tropical Botella,3.0,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Tropical Botella 1 Litro,S/ 3.60,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,1.0,l,Bebida Rehidratante Gatorade Tropical Botella itro,3.6,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Tropical Botella 1 Litro,S/ 3.60,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,1.0,l,Bebida Rehidratante Gatorade Tropical Botella itro,3.6,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante SPORADE Tropical Botella 1L,S/ 3.90,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,1.0,l,Bebida Rehidratante SPORADE Tropical Botella,3.9,vivanda,,SPORADE,BEBIDA HIDRATANTE
Agua Mineral Sin Gas 2.5 L,S/ 3.90,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,2.5,l,Agua Mineral Sin Gas,3.9,tottus,,SAN MATEO,BEBIDA HIDRATANTE
Bebida Sabor Durazno 1 L,S/ 3.90,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,1.0,l,Bebida Sabor Durazno,3.9,tottus,,WATTS,BEBIDA HIDRATANTE
Bebida Sabor Mango 1 L,S/ 3.90,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,1.0,l,Bebida Sabor Mango,3.9,tottus,,WATTS,BEBIDA HIDRATANTE
BEBIDA NARANJA X 970ML,S/ 3.90,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,970.0,ml,BEBIDA NARANJA X,3.9,tottus,,FRUGOS DEL VALLE,BEBIDA HIDRATANTE
Bebida Rehidratante Powerade Multifrutas Botella 1L,S/ 3.99,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,1.0,l,Bebida Rehidratante Powerade Multifrutas Botella,3.99,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante POWERADE Mora Azul Botella...,S/ 4 un,plaza_vea,BEBIDA HIDRATANTE,2024-12-05 16:08:12.362031,1.0,l,Bebida Rehidratante POWERADE Mora Azul Botella,4.0,plaza_vea,Botella 1L,,BEBIDA HIDRATANTE
Bebida Rehidratante POWERADE Multifrutas Botella 1L,S/ 4.00,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,1.0,l,Bebida Rehidratante POWERADE Multifrutas Botella,4.0,vivanda,,POWERADE,BEBIDA HIDRATANTE
Bebida Rehidratante POWERADE Mora Azul Botella 1L,S/ 4.00,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,1.0,l,Bebida Rehidratante POWERADE Mora Azul Botella,4.0,vivanda,,POWERADE,BEBIDA HIDRATANTE
Bebida Rehidratante Powerade Multifrutas Botella 1L,S/ 4.10,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,1.0,l,Bebida Rehidratante Powerade Multifrutas Botella,4.1,wong,,,BEBIDA HIDRATANTE
DILYTE BLUEBERRY 650ML,S/ 4.50,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,650.0,ml,DILYTE BLUEBERRY,4.5,tottus,,,BEBIDA HIDRATANTE
Bebida Sabor Naranja 1 Lt Botella,S/ 4.50,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,1.0,l,Bebida Sabor Naranja t Botella,4.5,tottus,,FRUGOS DEL VALLE,BEBIDA HIDRATANTE
DILYTE KIWI FRESA 650ML,S/ 4.50,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,650.0,ml,DILYTE KIWI FRESA,4.5,tottus,,,BEBIDA HIDRATANTE
Chicha Morada 1 L,S/ 4.80,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,1.0,l,Chicha Morada,4.8,tottus,,TOTTUS,BEBIDA HIDRATANTE
Bebida Rehidratante GATORADE Apple Ice Botella 750ml,S/ 4.90,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,750.0,ml,Bebida Rehidratante GATORADE Apple Ice Botella,4.9,vivanda,,GATORADE,BEBIDA HIDRATANTE
Bebida sabor mango 320 mL,S/ 4.95,tottus,BEBIDA HIDRATANTE,2024-12-05 12:49:24.588026,320.0,ml,Bebida sabor mango,4.95,tottus,,MOGU MOGU,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Apple Ice Botella 750ml,S/ 4.99,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,750.0,ml,Bebida Rehidratante Gatorade Apple Ice Botella,4.99,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorlit Recover Naranja Botella 591ml,S/ 5.00,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,591.0,ml,Bebida Rehidratante Gatorlit Recover Naranja Botella,5.0,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorlit Recover Naranja Botella 591ml,S/ 5.00,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,591.0,ml,Bebida Rehidratante Gatorlit Recover Naranja Botella,5.0,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorlit Recover Fresa Kiwi Botella 591ml,S/ 5.00,metro,BEBIDA HIDRATANTE,2024-12-05 16:54:59.447375,591.0,ml,Bebida Rehidratante Gatorlit Recover Fresa Kiwi Botella,5.0,metro,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorlit Recover Uva Botella 591ml,S/ 5.00,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,591.0,ml,Bebida Rehidratante Gatorlit Recover Uva Botella,5.0,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante GATORADE Gatorlyte Fresa-Kiwi 591ml,S/ 5.00,vivanda,BEBIDA HIDRATANTE,2024-12-05 22:35:51.666302,591.0,ml,Bebida Rehidratante GATORADE Gatorlyte Fresa-Kiwi,5.0,vivanda,,GATORADE,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Apple Ice Botella 750ml,S/ 5.10,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,750.0,ml,Bebida Rehidratante Gatorade Apple Ice Botella,5.1,wong,,,BEBIDA HIDRATANTE
Bebida Rehidratante Gatorade Mandarina Botella 750ml,S/ 5.10,wong,BEBIDA HIDRATANTE,2024-12-05 19:32:42.963860,750.0,ml,Bebida Rehidratante Gatorade Mandarina Botella,5.1,wong,,,BEBIDA HIDRATANTE
