description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Arroz Extra COSTEÑO Bolsa 750g,S/ 4.70,vega,UVA BLANCA,2024-12-05 12:38:16.224143,750.0,g,Arroz Extra COSTEÑO Bolsa,4.7,vega,Costeño,UVA BLANCA
Servilletas de Papel Dobladas SCOTT Gold Blancas Paquete 50un,S/ 4.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,50.0,un,Servilletas de Papel Dobladas SCOTT Gold Blancas Paquete,4.9,vivanda,SCOTT,UVA BLANCA
Regaliz Ácido Uva 80 g,S/ 4.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,80.0,g,Regaliz Ácido Uva,4.9,tottus,FINI,UVA BLANCA
Marshmellows Millows Cilindro Blanco 145 g,S/ 4.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,145.0,g,Marshmellows Millows Cilindro Blanco,4.9,tottus,COLOMBINA,UVA BLANCA
Azúcar Blanca BELL'S Bolsa 1Kg,S/ 4.99,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Azúcar Blanca BELL'S Bolsa,4.99,vivanda,BELL'S,UVA BLANCA
Bebida Rehidratante GATORADE Gatorlyte Uva 591ml,S/ 5.00,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,591.0,ml,Bebida Rehidratante GATORADE Gatorlyte Uva,5.0,vivanda,GATORADE,UVA BLANCA
Azúcar Blanca VEGA Bolsa 1Kg,S/ 5.10,vega,UVA BLANCA,2024-12-05 12:38:16.224143,1.0,kg,Azúcar Blanca VEGA Bolsa,5.1,vega,Vega,UVA BLANCA
Azúcar Blanca DULFINA Bolsa 1Kg,S/ 5.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Azúcar Blanca DULFINA Bolsa,5.5,vivanda,DULFINA,UVA BLANCA
Bolsa para Basura VIRUTEX Blanca 15L Planas,S/ 5.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,15.0,l,Bolsa para Basura VIRUTEX Blanca  Planas,5.5,vivanda,VIRUTEX,UVA BLANCA
Crema Lavavajilla Lavax Fragancia Uva 700 g,S/ 6,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,700.0,g,Crema Lavavajilla Lavax Fragancia Uva,6.0,tottus,,UVA BLANCA
BEBIDA ELECTROL FLASHLYTE UVA BOT X625ML,S/ 6,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,625.0,ml,BEBIDA ELECTROL FLASHLYTE UVA BOT X,6.0,tottus,,UVA BLANCA
Rehidratante FLASHLYTE Sabor a Uva Botella 625ml,S/ 6.00,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,625.0,ml,Rehidratante FLASHLYTE Sabor a Uva Botella,6.0,vivanda,FLASHLYTE,UVA BLANCA
Lavavajilla en Pasta CLORANDINA Uva Pote 1000gr,S/ 6.30,vega,UVA BLANCA,2024-12-05 12:38:16.224143,1000.0,g,Lavavajilla en Pasta CLORANDINA Uva Pote r,6.3,vega,Clorandina,UVA BLANCA
SALSA DULCE DE UVA NEGRA X 33G,S/ 6.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,33.0,g,SALSA DULCE DE UVA NEGRA X,6.5,tottus,CAN BECH,UVA BLANCA
Bebida de Aloe Vera con sabor a uva baja en azúcar de 300 mL,S/ 6.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,300.0,ml,Bebida de Aloe Vera con sabor a uva baja en azúcar de,6.5,tottus,SAPPE,UVA BLANCA
Cebollitas Blancas ASPERIO Frasco 370g,S/ 6.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,370.0,g,Cebollitas Blancas ASPERIO Frasco,6.5,vivanda,ASPERIO,UVA BLANCA
Bebida Aloe Vera Sabor Uva Sappé 300 mL,S/ 6.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,300.0,ml,Bebida Aloe Vera Sabor Uva Sappé,6.5,tottus,SAPPE,UVA BLANCA
Bebida con Aloe Vera SAPPE Uva Botella 300ml,S/ 6.60,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,300.0,ml,Bebida con Aloe Vera SAPPE Uva Botella,6.6,vivanda,SAPPE,UVA BLANCA
Harina sin Preparar BLANCA FLOR Bolsa 1kg,S/ 7.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Harina sin Preparar BLANCA FLOR Bolsa,7.5,vivanda,BLANCA FLOR,UVA BLANCA
Harina BLANCA FLOR Preparada Paquete 1Kg,S/ 8.00,vega,UVA BLANCA,2024-12-05 12:38:16.224143,1.0,kg,Harina BLANCA FLOR Preparada Paquete,8.0,vega,Blanca Flor,UVA BLANCA
Tostadas Blancas UNIÓN Clásicas Paquete 10un,S/ 8.20,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,10.0,un,Tostadas Blancas UNIÓN Clásicas Paquete,8.2,vivanda,UNIÓN,UVA BLANCA
Detergente en Polvo MAGIA BLANCA Lavanda Bolsa 780g,S/ 8.50,vega,UVA BLANCA,2024-12-05 12:38:16.224143,780.0,g,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa,8.5,vega,Magia,UVA BLANCA
Harina de Maíz Blanco Precocido 1 kg,S/ 8.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,1.0,kg,Harina de Maíz Blanco Precocido,8.5,tottus,PAN,UVA BLANCA
Harina de Trigo Preparada BLANCA FLOR Bolsa 1Kg,S/ 8.70,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Harina de Trigo Preparada BLANCA FLOR Bolsa,8.7,vivanda,BLANCA FLOR,UVA BLANCA
Ensal Fruta Melon Mango Uva SOLEI Bandeja 300g,S/ 8.79,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,300.0,g,Ensal Fruta Melon Mango Uva SOLEI Bandeja,8.79,vivanda,SOLEI,UVA BLANCA
Plato Blanco 23 Tami 20 und,S/ 8.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,20.0,un,Plato Blanco 23 Tami d,8.9,tottus,,UVA BLANCA
Quinua Listo para Comer ANDES GOLD Blanca Doypack 240g,S/ 8.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,240.0,g,Quinua Listo para Comer ANDES GOLD Blanca Doypack,8.9,vivanda,ANDES GOLD,UVA BLANCA
Ají Panca Deshidratado Guva 100g,S/ 9.00,metro,UVA BLANCA,2024-12-05 16:00:35.804689,100.0,g,Ají Panca Deshidratado Guva,9.0,metro,,UVA BLANCA
Ají Panca Deshidratado Guva 100g,S/ 9.00,wong,UVA BLANCA,2024-12-05 18:35:18.785951,100.0,g,Ají Panca Deshidratado Guva,9.0,wong,,UVA BLANCA
Quinua Blanca Precocida Guva 500g,S/ 9.19,wong,UVA BLANCA,2024-12-05 18:35:18.785951,500.0,g,Quinua Blanca Precocida Guva,9.19,wong,,UVA BLANCA
Quinua Blanca Precocida Guva 500g,S/ 9.19,metro,UVA BLANCA,2024-12-05 16:00:35.804689,500.0,g,Quinua Blanca Precocida Guva,9.19,metro,,UVA BLANCA
Pre Mezcla para Panqueque Casero BLANCA FLOR Bolsa 750g,S/ 9.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,750.0,g,Pre Mezcla para Panqueque Casero BLANCA FLOR Bolsa,9.9,vivanda,BLANCA FLOR,UVA BLANCA
Quinua Blanca INCATRAIL Bolsa 500g,S/ 10.40,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,500.0,g,Quinua Blanca INCATRAIL Bolsa,10.4,vivanda,INCATRAIL,UVA BLANCA
Azúcar Blanca DULFINA Bolsa 2Kg,S/ 10.70,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,2.0,kg,Azúcar Blanca DULFINA Bolsa,10.7,vivanda,DULFINA,UVA BLANCA
Quitamanchas Líquido BOREAL Ropa Blanca Botella 1.8mL,S/ 11.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.8,ml,Quitamanchas Líquido BOREAL Ropa Blanca Botella,11.5,vivanda,BOREAL,UVA BLANCA
Packx3 Jabón Blanco 90 g,S/ 12.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,90.0,g,Packx3 Jabón Blanco,12.5,tottus,DOVE,UVA BLANCA
Salchicha Blanca SALCHICHERÍA ALEMANA Paquete 300g,S/ 12.70,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,300.0,g,Salchicha Blanca SALCHICHERÍA ALEMANA Paquete,12.7,vivanda,SALCHICHERÍA ALEMANA,UVA BLANCA
Pan de Molde Blanco Xl 750 g,S/ 12.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,g,Pan de Molde Blanco Xl,12.9,tottus,BIMBO,UVA BLANCA
Pan Molde Blanco Sin Corteza 560 g,S/ 12.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,560.0,g,Pan Molde Blanco Sin Corteza,12.9,tottus,TOTTUS,UVA BLANCA
Vino Blanco 750 mL,S/ 12.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco,12.9,tottus,BERNINA,UVA BLANCA
Salsa Blanca CASAVERDE Frasco 325g,S/ 13.10,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,325.0,g,Salsa Blanca CASAVERDE Frasco,13.1,vivanda,CASAVERDE,UVA BLANCA
Manjar Blanco Nestlé 500 g,S/ 13.10,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,500.0,g,Manjar Blanco Nestlé,13.1,tottus,NESTLE,UVA BLANCA
Pan de Molde Blanco sin Corteza 560 g,S/ 13.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,560.0,g,Pan de Molde Blanco sin Corteza,13.5,tottus,DON MAMINO,UVA BLANCA
Papel Bond Fotocopia 75 Gr A-4 500 Hojas,S/ 13.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,75.0,g,Papel Bond Fotocopia r A-4 500 Hojas,13.9,tottus,OFISCOOL,UVA BLANCA
Premezcla para Torta de Chocolate BLANCA FLOR Bolsa 750g,S/ 14.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,750.0,g,Premezcla para Torta de Chocolate BLANCA FLOR Bolsa,14.5,vivanda,BLANCA FLOR,UVA BLANCA
Salchicha Blanca CASA EUROPA Paquete 250g,S/ 14.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,250.0,g,Salchicha Blanca CASA EUROPA Paquete,14.5,vivanda,CASA EUROPA,UVA BLANCA
Pre Mezcla para Keke de Naranja BLANCA FLOR Caja 750g,S/ 14.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,750.0,g,Pre Mezcla para Keke de Naranja BLANCA FLOR Caja,14.5,vivanda,BLANCA FLOR,UVA BLANCA
Pre Mezcla para Keke de Vainilla BLANCA FLOR Caja 750g,S/ 14.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,750.0,g,Pre Mezcla para Keke de Vainilla BLANCA FLOR Caja,14.5,vivanda,BLANCA FLOR,UVA BLANCA
VINO BLANCO CHENIN BT 750ML,S/ 14.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,VINO BLANCO CHENIN BT,14.9,tottus,MONTESIERPE,UVA BLANCA
Vino Blanco 0.75L,S/ 14.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,0.75,l,Vino Blanco,14.9,tottus,SANTIAGO QUEIROLO,UVA BLANCA
Uva Verde sin Pepa x Kg,S/ 14.99,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Uva Verde sin Pepa,14.99,vivanda,VIVANDA,UVA BLANCA
Vino Blanco Moscato Ecopello 750 mL,S/ 15.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Moscato Ecopello,15.9,tottus,E COPELLO,UVA BLANCA
PAN BLANCO SIN BORDES 650G,S/ 16,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,650.0,g,PAN BLANCO SIN BORDES,16.0,tottus,BIMBO,UVA BLANCA
Vino Blanco Semi Seco 11.5° 750 mL,S/ 16.70,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Semi Seco 11.5°,16.7,tottus,TABERNERO,UVA BLANCA
Vino Blanco Semi Seco 14° 750 mL,S/ 16.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Semi Seco 14°,16.9,tottus,TACAMA,UVA BLANCA
Detergente en Polvo MAGIA BLANCA Lavanda Bolsa 2Kg,S/ 17.50 15%,vega,UVA BLANCA,2024-12-05 12:38:16.224143,2.0,kg,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa,17.5,vega,Magia,UVA BLANCA
Vino Blanco 10° 750 mL,S/ 17.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco 10°,17.5,tottus,SANTIAGO QUEIROLO,UVA BLANCA
Detergente en Polvo MAGIA BLANCA Floral Bolsa 2Kg,S/ 17.50 15%,vega,UVA BLANCA,2024-12-05 12:38:16.224143,2.0,kg,Detergente en Polvo MAGIA BLANCA Floral Bolsa,17.5,vega,Magia,UVA BLANCA
Ron CABO BLANCO Black Botella 1L,S/ 17.90,vega,UVA BLANCA,2024-12-05 12:38:16.224143,1.0,l,Ron CABO BLANCO Black Botella,17.9,vega,CABO BLANCO,UVA BLANCA
Jugo de Fruta L'ONDA Cranberry Uva Botella 1.89L,S/ 18.70,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.89,l,Jugo de Fruta L'ONDA Cranberry Uva Botella,18.7,vivanda,L'ONDA,UVA BLANCA
Pack X2 Leggings Biker Niña,S/ 19.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,2.0,l,Pack Xeggings Biker Niña,19.9,tottus,REDWOOD,UVA BLANCA
Papel Higiénico SUAVE Cuidado Completo Paquete 2un Plancha 10u,S/ 20.25 22%,vega,UVA BLANCA,2024-12-05 12:38:16.224143,2.0,un,Papel Higiénico SUAVE Cuidado Completo Paquete  Plancha 10u,20.25,vega,Suave,UVA BLANCA
Quitamanchas CLOROX Ropa Blanca Botella 1800ml,S/ 20.40 4%,vega,UVA BLANCA,2024-12-05 12:38:16.224143,1800.0,ml,Quitamanchas CLOROX Ropa Blanca Botella,20.4,vega,Clorox,UVA BLANCA
Ultra Quitamanchas CLOROX Ropa Blanca Bolsa Cierre Fácil 450g,S/ 20.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,450.0,g,Ultra Quitamanchas CLOROX Ropa Blanca Bolsa Cierre Fácil,20.9,vivanda,CLOROX,UVA BLANCA
Jugo de Uva Blanco Aurora Botella 1L,S/ 22.50,metro,UVA BLANCA,2024-12-05 16:00:35.804689,1.0,l,Jugo de Uva Blanco Aurora Botella,22.5,metro,,UVA BLANCA
Panetón BLANCA FLOR Chocolate Caja 450g,S/ 22.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,450.0,g,Panetón BLANCA FLOR Chocolate Caja,22.9,vivanda,BLANCA FLOR,UVA BLANCA
Manjar Blanco Nestlé 1 kg,S/ 23.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,1.0,kg,Manjar Blanco Nestlé,23.9,tottus,NESTLE,UVA BLANCA
Azúcar Blanca BELL'S Bolsa 5Kg,S/ 23.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,5.0,kg,Azúcar Blanca BELL'S Bolsa,23.9,vivanda,BELL'S,UVA BLANCA
Vino Blanco 12.5° 750 mL,S/ 24.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco 12.5°,24.5,tottus,FRONTERA,UVA BLANCA
Panetón BLANCA FLOR Caja 900g,S/ 24.90 11%,vega,UVA BLANCA,2024-12-05 12:38:16.224143,900.0,g,Panetón BLANCA FLOR Caja,24.9,vega,Blanca Flor,UVA BLANCA
Arroz Extra GRAN CHALAN Bolsa 5 kg,S/ 24.90 4%,vega,UVA BLANCA,2024-12-05 12:38:16.224143,5.0,kg,Arroz Extra GRAN CHALAN Bolsa,24.9,vega,Gran Chalan,UVA BLANCA
Pack X2 Legging Bebé Niña,S/ 24.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,2.0,l,Pack Xegging Bebé Niña,24.9,tottus,REDWOOD,UVA BLANCA
Azúcar Blanca CARTAVIO Bolsa 5Kg,S/ 25.29,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,5.0,kg,Azúcar Blanca CARTAVIO Bolsa,25.29,vivanda,CARTAVIO,UVA BLANCA
Panetón BLANCA FLOR Bolsa 900g,S/ 25.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,900.0,g,Panetón BLANCA FLOR Bolsa,25.9,vivanda,BLANCA FLOR,UVA BLANCA
Ron Blanco 750 mL,S/ 25.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Ron Blanco,25.9,tottus,CARTAVIO,UVA BLANCA
Azúcar Blanca DULFINA Bolsa 5Kg,S/ 25.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,5.0,kg,Azúcar Blanca DULFINA Bolsa,25.9,vivanda,DULFINA,UVA BLANCA
Arroz Extra FARAON Bolsa 5Kg,S/ 26.20 6%,vega,UVA BLANCA,2024-12-05 12:38:16.224143,5.0,kg,Arroz Extra FARAON Bolsa,26.2,vega,Faraon,UVA BLANCA
Detergente en Polvo Blancos Bolsa 2.4kg,S/ 27.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,2.4,kg,Detergente en Polvo Blancos Bolsa,27.5,tottus,OPAL,UVA BLANCA
Quitamanchas VANISH Ropa Blanca Doypack 450g,S/ 27.70,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,450.0,g,Quitamanchas VANISH Ropa Blanca Doypack,27.7,vivanda,VANISH,UVA BLANCA
Quitamanchas en Polvo LA OCA Ropa Blanca Pote 500g,S/ 28.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,500.0,g,Quitamanchas en Polvo LA OCA Ropa Blanca Pote,28.5,vivanda,LA OCA,UVA BLANCA
Vino Blanco De Blancos 12° 750 mL,S/ 28.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco De Blancos 12°,28.9,tottus,TABERNERO,UVA BLANCA
Vino Blanco Chardonnay 14.5° 750 mL,S/ 29.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Chardonnay 14.5°,29.5,tottus,INTIPALKA,UVA BLANCA
Panetón BLANCA FLOR Caja 900g,S/ 29.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,900.0,g,Panetón BLANCA FLOR Caja,29.5,vivanda,BLANCA FLOR,UVA BLANCA
Vino Blanco Sauvignon Blanc 750 mL,S/ 29.50,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Sauvignon Blanc,29.5,tottus,INTIPALKA,UVA BLANCA
Vino Blanco Solana 750 mL,S/ 29.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Solana,29.9,tottus,RAIMAT,UVA BLANCA
Ron Blanco 40° 1 L,S/ 29.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,1.0,l,Ron Blanco 40°,29.9,tottus,CARTAVIO,UVA BLANCA
Detergente en Polvo MAGIA BLANCA Floral Bolsa 4Kg,S/ 31.50 9%,vega,UVA BLANCA,2024-12-05 12:38:16.224143,4.0,kg,Detergente en Polvo MAGIA BLANCA Floral Bolsa,31.5,vega,Magia,UVA BLANCA
Detergente en Polvo MAGIA BLANCA Lavanda Bolsa 4Kg,S/ 31.50 9%,vega,UVA BLANCA,2024-12-05 12:38:16.224143,4.0,kg,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa,31.5,vega,Magia,UVA BLANCA
Vino Patrimonial Quebranta Blanco 750 mL,S/ 32.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Patrimonial Quebranta Blanco,32.9,tottus,FINCA ROTONDO,UVA BLANCA
Vino blanco Marqués de Vitoria 750 mL,S/ 34.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino blanco Marqués de Vitoria,34.9,tottus,MARQUES DE VITORIA,UVA BLANCA
Vino Blanco Chardonnay Classic Series 13.9° 750 mL,S/ 36.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Chardonnay Classic Series 13.9°,36.9,tottus,MONTES,UVA BLANCA
Vino Blanco Rutini Reserva Sauvignon 750 mL,S/ 36.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Rutini Reserva Sauvignon,36.9,tottus,TOTTUS,UVA BLANCA
Silicona Protector UV3 400ml + Limpiador de Llantas Llantax 400ml,S/ 37.99,metro,UVA BLANCA,2024-12-05 16:00:35.804689,400.0,ml,Silicona Protector UV3  + Limpiador de Llantas Llantax,37.99,metro,,UVA BLANCA
Pack Simoniz: Silicona Protector UV 3 Aroma Fresa Frasco 400 ml + Limpiador Renovador de Llantas Llantax Frasco 400 ml,S/ 37.99,wong,UVA BLANCA,2024-12-05 18:35:18.785951,400.0,ml,Pack Simoniz: Silicona Protector UV 3 Aroma Fresa Frasco  + Limpiador Renovador de Llantas Llantax Frasco,37.99,wong,,UVA BLANCA
Vino Blanco 750 mL,S/ 39.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco,39.9,tottus,BLACK TOWER,UVA BLANCA
VINO BLANCO X 750ML,S/ 42.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,VINO BLANCO X,42.9,tottus,LAN,UVA BLANCA
Vino blanco de blancos Sauvignon 750 mL,S/ 42.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino blanco de blancos Sauvignon,42.9,tottus,TACAMA,UVA BLANCA
Sally Hansen Esmalte de Uñas Blanco Miracle Gel 450 Get Mod,S/ 46.90,wong,UVA BLANCA,2024-12-05 18:35:18.785951,450.0,g,Sally Hansen Esmalte de Uñas Blanco Miracle Gel et Mod,46.9,wong,,UVA BLANCA
Vino Blanco Chenin 750 mL,S/ 47.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Chenin,47.9,tottus,LOS HAROLDOS,UVA BLANCA
Vino blanco semidulce 750 mL,S/ 47.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino blanco semidulce,47.9,tottus,EL COTO,UVA BLANCA
Vino Blanco Sauvignon 750 mL,S/ 48.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Sauvignon,48.9,tottus,LAS MULAS,UVA BLANCA
Vino Blanco Selección De Parcelas Chardonnay 14.2° 750 mL,S/ 59.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco Selección De Parcelas Chardonnay 14.2°,59.9,tottus,NAVARRO CORREAS,UVA BLANCA
Jugo de Uva Blanco Aurora Botella 300ml,S/ 65.90,metro,UVA BLANCA,2024-12-05 16:00:35.804689,300.0,ml,Jugo de Uva Blanco Aurora Botella,65.9,metro,,UVA BLANCA
Vino Blanco 750 mL,S/ 67.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco,67.9,tottus,FAUSTINO,UVA BLANCA
Ron BACARDI Carta Blanca Botella 1.75L,S/ 85.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.75,l,Ron BACARDI Carta Blanca Botella,85.9,vivanda,BACARDÍ,UVA BLANCA
Vino Blanco 750 mL,S/ 309.90,tottus,UVA BLANCA,2024-12-05 12:00:55.059246,750.0,ml,Vino Blanco,309.9,tottus,CATENA ZAPATA,UVA BLANCA
