description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
Mazamorra Maíz Morado 140 g,S/ 3.90,tottus,MAÍZ MORADO,2024-12-05 11:08:16.373402,140.0,g,Mazamorra Maíz Morado,3.9,tottus,,ROYAL,MAÍZ MORADO
Chips de Maíz Morado PERUNACHOS Bolsa 90g,S/ 4.60 un,plaza_vea,MAÍZ MORADO,2024-12-05 14:23:17.909137,90.0,g,Chips de Maíz Morado PERUNACHOS Bolsa,4.6,plaza_vea,Bolsa 90g,,MAÍZ MORADO
Tortillas de Maíz Morado Mexi Nachos Bolsa 90 g,S/ 5.10,wong,MAÍZ MORADO,2024-12-05 17:28:38.546322,90.0,g,Tortillas de Maíz Morado Mexi Nachos Bolsa,5.1,wong,,,MAÍZ MORADO
Chips de Maíz Morado Orgánicos Wasi Bolsa 75 g,S/ 5.99,wong,MAÍZ MORADO,2024-12-05 17:28:38.546322,75.0,g,Chips de Maíz Morado Orgánicos Wasi Bolsa,5.99,wong,,,MAÍZ MORADO
Chips de Maíz Morado Orgánicos Picante Wasi Bolsa 75 g,S/ 5.99,wong,MAÍZ MORADO,2024-12-05 17:28:38.546322,75.0,g,Chips de Maíz Morado Orgánicos Picante Wasi Bolsa,5.99,wong,,,MAÍZ MORADO
Maíz Morado x Kg,S/ 7.99 x kg,plaza_vea,MAÍZ MORADO,2024-12-05 14:23:17.909137,0.5,kg,Maíz Morado,7.99,plaza_vea,Presentación 0.5 kg aprox.,,MAÍZ MORADO
Cerveza Artesanal 7 Vidas Maíz Morado Pale Ale Botella 340ml,S/ 8.00,metro,MAÍZ MORADO,2024-12-05 15:01:25.868635,340.0,ml,Cerveza Artesanal 7 Vidas Maíz Morado Pale Ale Botella,8.0,metro,,,MAÍZ MORADO
Galletas de Maíz Horneadas Salmas Maíz Morado 126g,S/ 8.50,metro,MAÍZ MORADO,2024-12-05 15:01:25.868635,126.0,g,Galletas de Maíz Horneadas Salmas Maíz Morado,8.5,metro,,,MAÍZ MORADO
Maíz Morado Metro x kg,S/ 9.79 x kg,metro,MAÍZ MORADO,2024-12-05 15:01:25.868635,1.0,kg,Maíz Morado Metro,9.79,metro,,,MAÍZ MORADO
Galletas con Quinua y Maiz Morado Caja 6 un,S/ 14.90,tottus,MAÍZ MORADO,2024-12-05 11:08:16.373402,6.0,un,Galletas con Quinua y Maiz Morado Caja,14.9,tottus,,NUTRI CO,MAÍZ MORADO
Maíz Morado en Polvo Ecoandino Orgánico 200g,S/ 14.90,wong,MAÍZ MORADO,2024-12-05 17:28:38.546322,200.0,g,Maíz Morado en Polvo Ecoandino Orgánico,14.9,wong,,,MAÍZ MORADO
Cereal LA PURITA Maíz Morado Caja 200g,S/ 15.90 un,plaza_vea,MAÍZ MORADO,2024-12-05 14:23:17.909137,200.0,g,Cereal LA PURITA Maíz Morado Caja,15.9,plaza_vea,Caja 200g,,MAÍZ MORADO
Maíz Morado Deshidratado GUVA Bolsa 1kg,S/ 15.99,vivanda,MAÍZ MORADO,2024-12-05 21:27:48.499200,1.0,kg,Maíz Morado Deshidratado GUVA Bolsa,15.99,vivanda,,GUVA,MAÍZ MORADO
Maíz Morado Deshidratado GUVA Bolsa 1kg,S/ 15.99 un,plaza_vea,MAÍZ MORADO,2024-12-05 14:23:17.909137,1.0,kg,Maíz Morado Deshidratado GUVA Bolsa,15.99,plaza_vea,Bolsa 1kg,,MAÍZ MORADO
Maíz Morado Deshidratado Guva 1kg,S/ 18.50,wong,MAÍZ MORADO,2024-12-05 17:28:38.546322,1.0,kg,Maíz Morado Deshidratado Guva,18.5,wong,,,MAÍZ MORADO
Barra Aguaymanto y Maíz Morado SIETE DRAGONES ...,S/ 18.80 un,plaza_vea,MAÍZ MORADO,2024-12-05 14:23:17.909137,5.0,un,Barra Aguaymanto y Maíz Morado SIETE DRAGONES,18.8,plaza_vea,Caja 5un,,MAÍZ MORADO
Barra Aguay & Maiz Mor 25 g X 5 Unidades,S/ 19.90,tottus,MAÍZ MORADO,2024-12-05 11:08:16.373402,25.0,g,Barra Aguay & Maiz Mor  X ades,19.9,tottus,,SIETE DRAGONES,MAÍZ MORADO
Barra Energética Siete Dragones Aguaymanto & Maíz Morado 5un,S/ 19.90,metro,MAÍZ MORADO,2024-12-05 15:01:25.868635,5.0,un,Barra Energética Siete Dragones Aguaymanto & Maíz Morado,19.9,metro,,,MAÍZ MORADO
Flakes Orgánico ECOANDINO Maíz Morado Caja 300...,S/ 22.50 un,plaza_vea,MAÍZ MORADO,2024-12-05 14:23:17.909137,300.0,g,Flakes Orgánico ECOANDINO Maíz Morado Caja 300,22.5,plaza_vea,Caja 300g,,MAÍZ MORADO
Flakes Orgánico ECOANDINO Maíz Morado Caja 300g,S/ 22.50,vivanda,MAÍZ MORADO,2024-12-05 21:27:48.499200,300.0,g,Flakes Orgánico ECOANDINO Maíz Morado Caja,22.5,vivanda,,ECOANDINO,MAÍZ MORADO
Barra Aguaymanto y Maíz Morado SIETE DRAGONES Caja 5un,,vivanda,MAÍZ MORADO,2024-12-05 21:27:48.499200,5.0,un,Barra Aguaymanto y Maíz Morado SIETE DRAGONES Caja,,vivanda,,SIETE DRAGONES,MAÍZ MORADO
