description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
SAL DE MESA X 1 KG,S/ 2.10,tottus,NARANJA DE MESA,2024-12-05 11:55:20.893735,1.0,kg,SAL DE MESA X,2.1,tottus,TOTTUS,NARANJA DE MESA
Sal de mar de mesa Emsal de 1 kg,S/ 2.50,tottus,NARANJA DE MESA,2024-12-05 11:55:20.893735,1.0,kg,Sal de mar de mesa Emsal de,2.5,tottus,MARINA,NARANJA DE MESA
Gaseosa FANTA Naranja 500ml,S/ 2.70,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,500.0,ml,Gaseosa FANTA Naranja,2.7,vega,Fanta,NARANJA DE MESA
Gelatina UMSHA Sabor Naranja Bolsa 120g,S/ 3.20,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,120.0,g,Gelatina UMSHA Sabor Naranja Bolsa,3.2,vega,UMSHA,NARANJA DE MESA
Gelatina UNIVERSAL Sabor a Naranja Bolsa 130g,S/ 3.50 8%,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,130.0,g,Gelatina UNIVERSAL Sabor a Naranja Bolsa,3.5,vega,Universal,NARANJA DE MESA
Bebida GLORIA Naranja Caja 1L,S/ 4.00,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,1.0,l,Bebida GLORIA Naranja Caja,4.0,vega,Gloria,NARANJA DE MESA
"Bebida GLORIA Naranja Caja 1,5L",S/ 5.00,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,5.0,l,"Bebida GLORIA Naranja Caja 1,",5.0,vega,Gloria,NARANJA DE MESA
Gelatina ROYAL Sabor a Naranja Bolsa 160gr,S/ 5.00,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,160.0,g,Gelatina ROYAL Sabor a Naranja Bolsa r,5.0,vega,Royal,NARANJA DE MESA
Sacagrasa SAPOLIO Naranja Doypack 500ml,S/ 5.20,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,500.0,ml,Sacagrasa SAPOLIO Naranja Doypack,5.2,vega,Sapolio,NARANJA DE MESA
Galleta VICTORIA Tentación Sabor a Naranja Paquete 6u 43gr,S/ 5.30,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,43.0,g,Galleta VICTORIA Tentación Sabor a Naranja Paquete 6u r,5.3,vega,Victoria,NARANJA DE MESA
Galleta CHOMP Sabor a Naranja Paquete 6 un,S/ 5.40,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,6.0,un,Galleta CHOMP Sabor a Naranja Paquete,5.4,vega,Victoria,NARANJA DE MESA
Galleta UNIÓN Mega Naranja Bolsa 195g,S/ 5.50,vivanda,NARANJA DE MESA,2024-12-05 21:59:33.301562,195.0,g,Galleta UNIÓN Mega Naranja Bolsa,5.5,vivanda,UNIÓN,NARANJA DE MESA
Servilletas de Mesa 1 hoja 60 unds,S/ 5.80,tottus,NARANJA DE MESA,2024-12-05 11:55:20.893735,60.0,un,Servilletas de Mesa 1 hoja ds,5.8,tottus,ELITE,NARANJA DE MESA
Chilcano TABERNERO Bar Naranja Botella 275ml,S/ 5.90 16%,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,275.0,ml,Chilcano TABERNERO Bar Naranja Botella,5.9,vega,Tabernero,NARANJA DE MESA
Agua de mesa sin gas bidón 7 L,S/ 5.90,tottus,NARANJA DE MESA,2024-12-05 11:55:20.893735,7.0,l,Agua de mesa sin gas bidón,5.9,tottus,TOTTUS,NARANJA DE MESA
Galleta MARQUESITA Sabor a Naranja Paquete 6 un,S/ 6.20,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,6.0,un,Galleta MARQUESITA Sabor a Naranja Paquete,6.2,vega,Victoria,NARANJA DE MESA
Gaseosa FANTA Botella 3L,S/ 6.90,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,3.0,l,Gaseosa FANTA Botella,6.9,vega,Fanta,NARANJA DE MESA
Naranja de Mesa Importada x kg,S/ 6.99 x kg,metro,NARANJA DE MESA,2024-12-05 15:54:11.526887,1.0,kg,Naranja de Mesa Importada,6.99,metro,,NARANJA DE MESA
Naranja de Mesa Importada x kg,S/ 7.99 x kg,wong,NARANJA DE MESA,2024-12-05 18:27:21.537306,1.0,kg,Naranja de Mesa Importada,7.99,wong,,NARANJA DE MESA
Cremera 300mL Mediterráneo Blue Rim,S/ 9.90,tottus,NARANJA DE MESA,2024-12-05 11:55:20.893735,300.0,ml,Cremera  Mediterráneo Blue Rim,9.9,tottus,CASA JOVEN,NARANJA DE MESA
Sacagrasa SAPOLIO Naranja Gatillo 650ml,S/ 11.50,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,650.0,ml,Sacagrasa SAPOLIO Naranja Gatillo,11.5,vega,Sapolio,NARANJA DE MESA
Crema Multiuso CIF Flores Naranja Frasco 750ml,S/ 12.90,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,750.0,ml,Crema Multiuso CIF Flores Naranja Frasco,12.9,vega,Cif,NARANJA DE MESA
Naranja de Mesa La Pecosita Wong x 2Kg,S/ 13.99,wong,NARANJA DE MESA,2024-12-05 18:27:21.537306,2.0,kg,Naranja de Mesa La Pecosita Wong x,13.99,wong,,NARANJA DE MESA
Refresco instantáneo ZUKO de Naranja Display 12u Sobre 15gr,S/ 14.40,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,15.0,g,Refresco instantáneo ZUKO de Naranja Display 12u Sobre r,14.4,vega,Zuko,NARANJA DE MESA
Mayonesa ALACENA Doypack 850g,S/ 16.90 12%,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,850.0,g,Mayonesa ALACENA Doypack,16.9,vega,Alacena,NARANJA DE MESA
Bebida GLORIA Sabor a Naranja Caja 1.5L x 3u,S/ 17.40,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,1.5,l,Bebida GLORIA Sabor a Naranja Caja  x 3u,17.4,vega,Gloria,NARANJA DE MESA
Sacagrasa MR. MÚSCULO Naranja Gatillo 500ml,S/ 17.90,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,500.0,ml,Sacagrasa MR. MÚSCULO Naranja Gatillo,17.9,vega,Mr Musculo,NARANJA DE MESA
Agua De Mesa Sin Gas Caja 20 L,S/ 19.50,tottus,NARANJA DE MESA,2024-12-05 11:55:20.893735,20.0,l,Agua De Mesa Sin Gas Caja,19.5,tottus,TOTTUS,NARANJA DE MESA
Gaseosa FANTA Naranja 500ml Paquete 12u,S/ 26.40,vega,NARANJA DE MESA,2024-12-05 12:32:13.663893,500.0,ml,Gaseosa FANTA Naranja  Paquete 12u,26.4,vega,Fanta,NARANJA DE MESA
Tetera Acero Inoxidable 2.5L,S/ 29.90,tottus,NARANJA DE MESA,2024-12-05 11:55:20.893735,2.5,l,Tetera Acero Inoxidable,29.9,tottus,PRECIO UNO,NARANJA DE MESA
