description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Sazonador Deli Arroz Pack 6 Unid,S/ 1.80,wong,ARROZ ENVASADO,2024-12-05 17:30:42.491945,6.0,un,Sazonador Deli Arroz Pack,1.8,wong,,ARROZ ENVASADO
Galletas de Arroz Costeño Dulce 50g,S/ 2.00,metro,ARROZ ENVASADO,2024-12-05 15:03:32.699540,50.0,g,Galletas de Arroz Costeño Dulce,2.0,metro,,ARROZ ENVASADO
Galleta De Arroz Costeño Dulce 45 g,S/ 2,tottus,ARROZ ENVASADO,2024-12-05 11:07:40.526558,45.0,g,Galleta De Arroz Costeño Dulce,2.0,tottus,COSTENO,ARROZ ENVASADO
Galleta De Arroz Costeño Clasica 45 g,S/ 2,tottus,ARROZ ENVASADO,2024-12-05 11:07:40.526558,45.0,g,Galleta De Arroz Costeño Clasica,2.0,tottus,COSTENO,ARROZ ENVASADO
Galletas de Arroz Costeño Finas Hierbas 45g,S/ 2.10,wong,ARROZ ENVASADO,2024-12-05 17:30:42.491945,45.0,g,Galletas de Arroz Costeño Finas Hierbas,2.1,wong,,ARROZ ENVASADO
Galletas de Arroz Costeño Dulce 50g,S/ 2.10,wong,ARROZ ENVASADO,2024-12-05 17:30:42.491945,50.0,g,Galletas de Arroz Costeño Dulce,2.1,wong,,ARROZ ENVASADO
Galletas de Arroz Costeño Clásica 50g,S/ 2.10,wong,ARROZ ENVASADO,2024-12-05 17:30:42.491945,50.0,g,Galletas de Arroz Costeño Clásica,2.1,wong,,ARROZ ENVASADO
Arroz con Leche Metro Cup 190 g,S/ 3.50,metro,ARROZ ENVASADO,2024-12-05 15:03:32.699540,190.0,g,Arroz con Leche Metro Cup,3.5,metro,,ARROZ ENVASADO
Arroz Superior Metro 750g,S/ 3.50,metro,ARROZ ENVASADO,2024-12-05 15:03:32.699540,750.0,g,Arroz Superior Metro,3.5,metro,,ARROZ ENVASADO
Arroz Superior Cuisine & Co 750g,S/ 3.60,metro,ARROZ ENVASADO,2024-12-05 15:03:32.699540,750.0,g,Arroz Superior Cuisine & Co,3.6,metro,,ARROZ ENVASADO
Arroz Extra Metro 750g,S/ 3.70,metro,ARROZ ENVASADO,2024-12-05 15:03:32.699540,750.0,g,Arroz Extra Metro,3.7,metro,,ARROZ ENVASADO
Arroz Extra Wong 750g,S/ 3.80,wong,ARROZ ENVASADO,2024-12-05 17:30:42.491945,750.0,g,Arroz Extra Wong,3.8,wong,,ARROZ ENVASADO
Arroz Añejo Extra Cuisine & Co 750g,S/ 3.90,metro,ARROZ ENVASADO,2024-12-05 15:03:32.699540,750.0,g,Arroz Añejo Extra Cuisine & Co,3.9,metro,,ARROZ ENVASADO
Arroz Añejo Extra Cuisine & Co 750g,S/ 3.90,wong,ARROZ ENVASADO,2024-12-05 17:30:42.491945,750.0,g,Arroz Añejo Extra Cuisine & Co,3.9,wong,,ARROZ ENVASADO
Arroz Superior VALLENORTE Bolsa 750g,S/ 3.99,vivanda,ARROZ ENVASADO,2024-12-05 21:27:43.230292,750.0,g,Arroz Superior VALLENORTE Bolsa,3.99,vivanda,VALLENORTE,ARROZ ENVASADO
Arroz Superior Valle Norte 750 g,S/ 3.99,tottus,ARROZ ENVASADO,2024-12-05 11:07:40.526558,750.0,g,Arroz Superior Valle Norte,3.99,tottus,VALLENORTE,ARROZ ENVASADO
Arroz Extra 750 g,S/ 4,tottus,ARROZ ENVASADO,2024-12-05 11:07:40.526558,750.0,g,Arroz Extra,4.0,tottus,TOTTUS,ARROZ ENVASADO
Arroz Superior COSTEÑO Bolsa 750g,S/ 4.20,vega,ARROZ ENVASADO,2024-12-05 11:36:02.001973,750.0,g,Arroz Superior COSTEÑO Bolsa,4.2,vega,Costeño,ARROZ ENVASADO
Arroz Superior Valle Norte Primera Cosecha Bolsa 750 g,S/ 4.20,metro,ARROZ ENVASADO,2024-12-05 15:03:32.699540,750.0,g,Arroz Superior Valle Norte Primera Cosecha Bolsa,4.2,metro,,ARROZ ENVASADO
