description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Galleta SAN JORGE Vainilla Familiar Paquete 120gr,San Jorge,120.0,g,1.7,vega,2024-12-05 11:47:41.549694,GALLETAS DULCES,120.0,g,1.7
Galletas SAN JORGE Coconut Paquete 55g x 2u,San Jorge,55.0,g,2.0,vega,2024-12-05 11:47:41.549694,GALLETAS DULCES,55.0,g,2.0
Galleta De Arroz Costeño Dulce 45 g,COSTENO,45.0,g,2.0,tottus,2024-12-05 11:18:46.376005,GALLETAS DULCES,45.0,g,2.0
Galleta Pícaras Mini La Clásica 50g,,50.0,g,2.3,wong,2024-12-05 17:44:03.868465,GALLETAS DULCES,50.0,g,2.3
Galleta Vainilla FIELD Familiar Paquete 147gr,Field,147.0,g,2.5,vega,2024-12-05 11:47:41.549694,GALLETAS DULCES,147.0,g,2.5
Galletas de Agua Line COSTA Paquete 200g,COSTA,200.0,g,2.99,vivanda,2024-12-05 21:34:22.401526,GALLETAS DULCES,200.0,g,2.99
Galletas COSTA Soda Line Paquete 170g,COSTA,170.0,g,2.99,vivanda,2024-12-05 21:34:22.401526,GALLETAS DULCES,170.0,g,2.99
Galleta OREO Taco 135g,NABISCO OREO,135.0,g,3.1,vivanda,2024-12-05 21:34:22.401526,GALLETAS DULCES,135.0,g,3.1
Galletas Integrales BELL'S Paquete 6un,BELL'S,6.0,un,3.2,vivanda,2024-12-05 21:34:22.401526,GALLETAS DULCES,6.0,un,3.2
Galletas Soda FIELD Bolsa 6un,FIELD,6.0,un,3.5,vivanda,2024-12-05 21:34:22.401526,GALLETAS DULCES,6.0,un,3.5
Galletas Dulces Chaplin 90g,,90.0,g,3.7,metro,2024-12-05 15:13:55.407302,GALLETAS DULCES,90.0,g,3.7
Galletas SAN JORGE Vainilla Gourmet Paquete 250g,San Jorge,250.0,g,3.8,vega,2024-12-05 11:47:41.549694,GALLETAS DULCES,250.0,g,3.8
Galletas Dulces Chaplin 90g,,90.0,g,3.9,wong,2024-12-05 17:44:03.868465,GALLETAS DULCES,90.0,g,3.9
Galletas de Soda SODA V Paquete 6un,VICTORIA,6.0,un,3.9,vivanda,2024-12-05 21:34:22.401526,GALLETAS DULCES,6.0,un,3.9
Galletas Saladas RITZ Bolsa 20g Paquete 6un,NABISCO RITZ,20.0,g,4.0,vivanda,2024-12-05 21:34:22.401526,GALLETAS DULCES,20.0,g,4.0
Galletas Saldas CRACKELET Snack Jamón Ahumado Bolsa 150g,COSTA,150.0,g,4.0,vivanda,2024-12-05 21:34:22.401526,GALLETAS DULCES,150.0,g,4.0
Galletas Choco Donuts COSTA Sabor a Chocolate con Leche Paquete 6un,COSTA,6.0,un,4.19,vivanda,2024-12-05 21:34:22.401526,GALLETAS DULCES,6.0,un,4.19
