description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Hot Dog de Pavita San Fernando 100g,,100.0,g,3.1,metro,2024-12-05 15:34:33.175471,HOT DOG,100.0,g,3.1
Salchicha de pollo 250 g,REDONDOS,250.0,g,3.5,tottus,2024-12-05 11:34:40.326979,HOT DOG,250.0,g,3.5
Hot Dog de Pollo Ahumado San Fernando 220g,,220.0,g,4.2,metro,2024-12-05 15:34:33.175471,HOT DOG,220.0,g,4.2
Pan Hot Dog LA FLORENCIA Paquete 360g,LA FLORENCIA,360.0,g,4.3,vivanda,2024-12-05 21:45:02.380175,HOT DOG,360.0,g,4.3
Hot Dog de Cerdo San Fernando 200g,,200.0,g,4.35,metro,2024-12-05 15:34:33.175471,HOT DOG,200.0,g,4.35
Hot Dog Ahumado de Pollo SAN FERNANDO Paquete 220g,SAN FERNANDO,220.0,g,4.6,vivanda,2024-12-05 21:45:02.380175,HOT DOG,220.0,g,4.6
Hot Dog de Pollo Metro Paquete 250 g,,250.0,g,4.9,metro,2024-12-05 15:34:33.175471,HOT DOG,250.0,g,4.9
Hot Dog Ahumado De Pollo 220 g (6 unidades),SAN FERNANDO,220.0,g,5.2,tottus,2024-12-05 11:34:40.326979,HOT DOG,220.0,g,5.2
Hot Dog BELL'S Paquete 250g,,250.0,g,5.49,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,250.0,g,5.49
Hot Dog Pollo SALCHICHERÍA SUIZA Paquete 200g,,200.0,g,5.5,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,200.0,g,5.5
Salchicha de pollo San Fernando 250 g,,250.0,g,5.5,tottus,2024-12-05 11:34:40.326979,HOT DOG,250.0,g,5.5
Hot Dog Bredt 200 g,BRAEDT,200.0,g,5.5,tottus,2024-12-05 11:34:40.326979,HOT DOG,200.0,g,5.5
Hot Dog con Pollo Suiza 200g,,200.0,g,5.6,metro,2024-12-05 15:34:33.175471,HOT DOG,200.0,g,5.6
Hot Dog Rico Pollo 250 g,,250.0,g,5.6,metro,2024-12-05 15:34:33.175471,HOT DOG,250.0,g,5.6
Hot Dog de Pollo Ahumado San Fernando 220g,,220.0,g,5.7,wong,2024-12-05 18:03:40.462080,HOT DOG,220.0,g,5.7
Hot Dog BRAEDT Paquete 200g,,200.0,g,5.7,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,200.0,g,5.7
Hot Dog de Cerdo Cuisine & Co 250g,,250.0,g,5.9,metro,2024-12-05 15:34:33.175471,HOT DOG,250.0,g,5.9
Hot Dog de Cerdo Cuisine & Co 250g,,250.0,g,5.9,wong,2024-12-05 18:03:40.462080,HOT DOG,250.0,g,5.9
Hot Dog de Pollo Cuisine & Co 250g,,250.0,g,5.9,metro,2024-12-05 15:34:33.175471,HOT DOG,250.0,g,5.9
Hot Dog de Cerdo Metro Paquete 250 g,,250.0,g,5.9,metro,2024-12-05 15:34:33.175471,HOT DOG,250.0,g,5.9
Pan Hot Dog Metro 6un.,,6.0,un,5.9,metro,2024-12-05 15:34:33.175471,HOT DOG,6.0,un,5.9
Hot Dog Braedt Paquete 200 g,,200.0,g,6.2,metro,2024-12-05 15:34:33.175471,HOT DOG,200.0,g,6.2
Hot Dog SALCHICHERÍA SUIZA Paquete 200g,,200.0,g,6.3,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,200.0,g,6.3
Hot Dog SALCHICHERÍA SUIZA Paquete 200g,SUIZA,200.0,g,6.3,vivanda,2024-12-05 21:45:02.380175,HOT DOG,200.0,g,6.3
Hot Dog de Pavita SAN FERNANDO Paquete 250g,,250.0,g,6.5,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,250.0,g,6.5
Carnaza Natural de Salchicha para Perros Pet 10 Unidades,TOTTUS,10.0,un,6.5,tottus,2024-12-05 11:34:40.326979,HOT DOG,10.0,un,6.5
Hot Dog Pelado Suiza 200g,,200.0,g,6.5,metro,2024-12-05 15:34:33.175471,HOT DOG,200.0,g,6.5
Hot Dog de Pavita San Fernando paquete 250 g,,250.0,g,6.5,wong,2024-12-05 18:03:40.462080,HOT DOG,250.0,g,6.5
Hot Dog Pelado Suiza 200g,,200.0,g,6.5,wong,2024-12-05 18:03:40.462080,HOT DOG,200.0,g,6.5
SALCHICHA DE HUACHO X150 GR,BRAEDT,150.0,g,6.5,tottus,2024-12-05 11:34:40.326979,HOT DOG,150.0,g,6.5
Pan para Hot Dog Cuisine & Co 8un,,8.0,un,6.9,metro,2024-12-05 15:34:33.175471,HOT DOG,8.0,un,6.9
Pan para Hot Dog Cuisine & Co 8un,,8.0,un,6.9,wong,2024-12-05 18:03:40.462080,HOT DOG,8.0,un,6.9
Salchicha de pollo 500 g,REDONDOS,500.0,g,6.9,tottus,2024-12-05 11:34:40.326979,HOT DOG,500.0,g,6.9
Hot Dog De Pavita 250 g,SAN FERNANDO,250.0,g,7.2,tottus,2024-12-05 11:34:40.326979,HOT DOG,250.0,g,7.2
Hot Dog Vienesa Ahumado SALCHICHERÍA ALEMANA P...,,250.0,g,7.2,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,250.0,g,7.2
Hot Dog de Pollo BRAEDT Paquete 250g,,250.0,g,7.4,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,250.0,g,7.4
Pan para Hot Dog BELL’S Bolsa 8un,BELL'S,8.0,un,7.5,vivanda,2024-12-05 21:45:02.380175,HOT DOG,8.0,un,7.5
Hot Dog Zimmermann Paquete 250 g,,250.0,g,7.74,wong,2024-12-05 18:03:40.462080,HOT DOG,250.0,g,7.74
Hot Dog de Pollo Rico 12un.,,12.0,un,8.1,metro,2024-12-05 15:34:33.175471,HOT DOG,12.0,un,8.1
Pan Hot Dog x Kg,VIVANDA,1.0,kg,8.1,vivanda,2024-12-05 21:45:02.380175,HOT DOG,1.0,kg,8.1
Hot Dog Vienesa Salchichería Alemana 250g,,250.0,g,8.1,metro,2024-12-05 15:34:33.175471,HOT DOG,250.0,g,8.1
Hot Dog de Pollo Braedt 250g,,250.0,g,8.3,wong,2024-12-05 18:03:40.462080,HOT DOG,250.0,g,8.3
Hot Dog Vienesa Salchichería Alemana 250g,,250.0,g,8.5,wong,2024-12-05 18:03:40.462080,HOT DOG,250.0,g,8.5
Hot Dog de Pollo OTTO KUNZ Paquete 250g,,250.0,g,8.9,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,250.0,g,8.9
Hot Dog de Pavo Braedt Balance 250g,,250.0,g,8.91,wong,2024-12-05 18:03:40.462080,HOT DOG,250.0,g,8.91
Hot Dog de Cerdo San Fernando 400g,,400.0,g,8.92,metro,2024-12-05 15:34:33.175471,HOT DOG,400.0,g,8.92
Hot Dog de Pollo 250 g,,250.0,g,9.6,metro,2024-12-05 15:34:33.175471,HOT DOG,250.0,g,9.6
Hot Dog de Pavo Braedt Balance 250g,,250.0,g,9.9,metro,2024-12-05 15:34:33.175471,HOT DOG,250.0,g,9.9
Salchicha de pollo San Fernando 500 g,,500.0,g,9.9,tottus,2024-12-05 11:34:40.326979,HOT DOG,500.0,g,9.9
HOT DOG DE POLLO X 500G,TOTTUS,500.0,g,9.9,tottus,2024-12-05 11:34:40.326979,HOT DOG,500.0,g,9.9
Pan para Hot Dog BIMBO Bolsa 8un,,8.0,un,9.9,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,8.0,un,9.9
Hot Dog BRAEDT Paquete 400g,,400.0,g,9.9,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,400.0,g,9.9
Hot Dog Ahumado de Pollo SAN FERNANDO Paquete 440g,SAN FERNANDO,440.0,g,10.0,vivanda,2024-12-05 21:45:02.380175,HOT DOG,440.0,g,10.0
Hot Dog San Fernando ahumado de pollo de 440 g,,440.0,g,10.0,tottus,2024-12-05 11:34:40.326979,HOT DOG,440.0,g,10.0
Hot Dog Ahumado de Pollo SAN FERNANDO Paquete ...,,440.0,g,10.0,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,440.0,g,10.0
Hot Dog S. SUIZA Paquete 400g,SALCHICHERÍA SUIZA,400.0,g,10.5,vivanda,2024-12-05 21:45:02.380175,HOT DOG,400.0,g,10.5
SALCHICHA DE HUACHO NR 300GR,TOTTUS,300.0,g,10.5,tottus,2024-12-05 11:34:40.326979,HOT DOG,300.0,g,10.5
Hot Dog Suiza 400g,,400.0,g,10.5,wong,2024-12-05 18:03:40.462080,HOT DOG,400.0,g,10.5
Hot Dog Suiza 400g,,400.0,g,10.5,metro,2024-12-05 15:34:33.175471,HOT DOG,400.0,g,10.5
Hot Dog de Pollo Suiza Paquete 400 g,,400.0,g,10.6,metro,2024-12-05 15:34:33.175471,HOT DOG,400.0,g,10.6
Hot Dog Braedt Paquete 400 g,,400.0,g,10.7,metro,2024-12-05 15:34:33.175471,HOT DOG,400.0,g,10.7
Hot Dog 400 g,SAN FERNANDO,400.0,g,10.8,tottus,2024-12-05 11:34:40.326979,HOT DOG,400.0,g,10.8
Hot Dog de Cerdo San Fernando 400g,,400.0,g,10.8,wong,2024-12-05 18:03:40.462080,HOT DOG,400.0,g,10.8
Hot Dog Braedt Paquete 400 g,,400.0,g,10.9,wong,2024-12-05 18:03:40.462080,HOT DOG,400.0,g,10.9
Pack x3 Hot Dog Braedt 200g,,200.0,g,10.96,metro,2024-12-05 15:34:33.175471,HOT DOG,200.0,g,10.96
Pan para Hot Dog BIMBO Bolsa 8un,BIMBO,8.0,un,11.2,vivanda,2024-12-05 21:45:02.380175,HOT DOG,8.0,un,11.2
Hot Dog de Cerdo Cuisine & Co 500g,,500.0,g,11.2,wong,2024-12-05 18:03:40.462080,HOT DOG,500.0,g,11.2
Hot Dog de Pollo BRAEDT Paquete 500g,,500.0,g,11.4,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,500.0,g,11.4
Pan para Hot Dog Bimbo Bolsa 8 unid,,8.0,un,11.5,wong,2024-12-05 18:03:40.462080,HOT DOG,8.0,un,11.5
Pack Hot Dog BRAEDT Paquete 600g,,600.0,g,11.9,plaza_vea,2024-12-05 14:52:09.431114,HOT DOG,600.0,g,11.9
Hot Dog de Pollo Braedt Paquete 500 g,,500.0,g,12.6,metro,2024-12-05 15:34:33.175471,HOT DOG,500.0,g,12.6
Hot Dog de Pollo Braedt Paquete 500 g,,500.0,g,12.9,wong,2024-12-05 18:03:40.462080,HOT DOG,500.0,g,12.9
