description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Galletas Rellenas Oreo Coca Cola 108g,,108.0,g,2.6,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,108.0,g,2.6
Galletas Rellenas con Crema sabor a Fresa BELL'S Paquete 180g,BELL'S,180.0,g,3.2,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,180.0,g,3.2
Galletas Rellenas con Crema sabor a Chocolate ...,,180.0,g,3.2,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,180.0,g,3.2
Galletas Rellenas BELL'S Sabor a Chocolate Paq...,,6.0,un,3.2,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,6.0,un,3.2
Galletas Rellenas con Crema sabor a Fresa BELL...,,180.0,g,3.2,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,180.0,g,3.2
Galletas Rellenas con Crema sabor a Vainilla B...,,180.0,g,3.2,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,180.0,g,3.2
Galletas Rellenas con Crema sabor a Coco BELL'S Paquete 180g,BELL'S,180.0,g,3.2,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,180.0,g,3.2
Galletas Rellenas BELL'S Sabor a Chocolate Paquete 6un,BELL'S,6.0,un,3.2,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,6.0,un,3.2
Galletas Rellenas con Crema sabor a Chocolate BELL'S Paquete 180g,BELL'S,180.0,g,3.2,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,180.0,g,3.2
Galletas Rellenas de Crema BISCOLATA Mood Caja...,,40.0,g,4.1,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,40.0,g,4.1
Galletas Rellenas de Crema BISCOLATA Mood Caja 40g,BISCOLATA MOOD,40.0,g,4.2,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,40.0,g,4.2
Galletas CASINO Rellenas con Crema Sabor a Men...,,6.0,un,4.5,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,6.0,un,4.5
Galletas CASINO rellenas con Crema sabor a Luc...,,6.0,un,4.5,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,6.0,un,4.5
Galletas CASINO Rellenas con Crema sabor a Alf...,,6.0,un,4.5,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,6.0,un,4.5
Galletas CASINO Rellenas con Crema Sabor a Cho...,,6.0,un,4.5,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,6.0,un,4.5
Galleta COLOMBINA MOMENTS Sabor a Chocolate Paquete 135gr,Colombina,135.0,g,4.9,vega,2024-12-05 11:48:32.155911,GALLETAS RELLENAS,135.0,g,4.9
Sixpack Galletas Rellenas Charada 37.8g,,37.8,g,5.1,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,37.8,g,5.1
Sixpack Galletas Rellenas Oreo Coca Cola 36g,,36.0,g,5.2,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,36.0,g,5.2
Galletas CASINO Rellenas con Crema Sabor a Vainilla Paquete 6un,CASINO,6.0,un,5.3,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,6.0,un,5.3
Galletas CASINO Rellenas con Crema Sabor a Fresa Paquete 6un,CASINO,6.0,un,5.3,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,6.0,un,5.3
Galletas CASINO Rellenas con Crema Sabor a Alfajor Paquete 6un,CASINO,6.0,un,5.3,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,6.0,un,5.3
Galletas CASINO rellenas con Crema sabor a Lúcuma Paquete 6un,CASINO,6.0,un,5.3,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,6.0,un,5.3
Galletas CASINO Rellenas con Crema Sabor a Chocolate Paquete 6un,CASINO,6.0,un,5.3,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,6.0,un,5.3
Galletas CASINO Rellenas con Crema Sabor a Menta Paquete 6un,CASINO,6.0,un,5.3,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,6.0,un,5.3
Sixpack Galleta Rellena Chocman 40g,,40.0,g,5.99,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,40.0,g,5.99
Galletas Rellenas con Manjar COSTA Chocman Paq...,,6.0,un,5.99,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,6.0,un,5.99
Galletas Rellenas con Manjar COSTA Chocman Paquete 6un,COSTA,6.0,un,6.0,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,6.0,un,6.0
Sixpack Galletas Rellenas Moments Chocolate 15g,,15.0,g,6.9,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,15.0,g,6.9
Galletas Rellenas Nestlé Choco Cookies Crema de Avellana 120g,,120.0,g,7.5,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,120.0,g,7.5
Galletas Rellenas Nestlé Choco Cookies Chocolate 120g,,120.0,g,7.5,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,120.0,g,7.5
"Galletas Surtiditas ARCOR Rellenas, Glaceadas ...",,400.0,g,7.9,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,400.0,g,7.9
Twopack Sixpack Galletas Rellenas Charada 37.8g,,37.8,g,9.5,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,37.8,g,9.5
Galletas Rellenas de Crema BISCOLATA Mood Vaso...,,115.0,g,9.7,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,115.0,g,9.7
Galletas Rellenas de Crema BISCOLATA Mood Vaso 115g,BISCOLATA MOOD,115.0,g,9.7,vivanda,2024-12-05 21:35:20.661686,GALLETAS RELLENAS,115.0,g,9.7
Galletas Rellenas con Chocolate Biscolata Mood 115g,,115.0,g,9.7,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,115.0,g,9.7
Twopack Sixpack Galletas Rellenas Oreo Coca Cola 36g,,36.0,g,9.9,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,36.0,g,9.9
Twelvepack Galletas Rellenas Oreo Coca Cola 36g,,36.0,g,10.0,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,36.0,g,10.0
Twelvepack Galletas Rellenas Oreo Original 36g,,36.0,g,10.0,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,36.0,g,10.0
Pack x3 Sixpack Galletas Rellenas Charada 37.8g,,37.8,g,12.0,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,37.8,g,12.0
Galletas Rellenas Nestlé Choco Trio Cookies and Cream 90g,,90.0,g,12.5,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,90.0,g,12.5
Tripack Sixpack Galletas Rellenas Oreo Coca Cola 36g,,36.0,g,14.4,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,36.0,g,14.4
Galletas Rellenas Bon o Bon Navidad Bon O Bon 190g,,190.0,g,14.5,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,190.0,g,14.5
Galletas Rellenas PJ Mask Sabor Chocolate 160g,,160.0,g,15.8,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,160.0,g,15.8
Twopack Twelvepack Galletas Rellenas Oreo Coca Cola 36g,,36.0,g,18.2,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,36.0,g,18.2
Pack x2 Galletas Rellenas Oreo Original Paquete 432g,,2.0,g,18.2,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,2.0,g,18.2
Galletas Rellenas Oreo Bañadas Lata 328g,,328.0,g,19.9,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,328.0,g,19.9
King Kong SAN ROQUE Galletas Rellenas con Manj...,,250.0,g,21.0,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,250.0,g,21.0
Tripack Twelvepack Galletas Rellenas Oreo Coca Cola 36g,,36.0,g,26.9,metro,2024-12-05 15:15:03.079104,GALLETAS RELLENAS,36.0,g,26.9
King Kong SAN ROQUE Galletas Rellenas de Manja...,,450.0,g,28.5,plaza_vea,2024-12-05 14:34:35.610788,GALLETAS RELLENAS,450.0,g,28.5
