description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Agua de Mesa San Carlos Botella 500ml,,500.0,ml,0.9,wong,2024-12-05 19:29:58.296715,AGUA DE MESA SIN GAS,500.0,ml,0.9
Agua de Mesa SAN CARLOS con Gas Botella 500ml,,500.0,ml,0.9,plaza_vea,2024-12-05 16:04:58.739600,AGUA DE MESA SIN GAS,500.0,ml,0.9
Agua de Mesa LOA Sin Gas Botella 625ml,LOA,625.0,ml,1.3,vivanda,2024-12-05 22:34:10.516057,AGUA DE MESA SIN GAS,625.0,ml,1.3
Agua de Mesa CIELO Sin gas Botella 625ml,,625.0,ml,1.3,plaza_vea,2024-12-05 16:04:58.739600,AGUA DE MESA SIN GAS,625.0,ml,1.3
Agua Mineral sin gas 625 mL,CIELO,625.0,ml,1.5,tottus,2024-12-05 12:47:39.528126,AGUA DE MESA SIN GAS,625.0,ml,1.5
Agua de Mesa Cuisine & Co Botella Sport 1L,,1.0,l,1.6,metro,2024-12-05 16:52:35.360295,AGUA DE MESA SIN GAS,1.0,l,1.6
Agua de Mesa Sin Gas San Luis Botella 750ml,,750.0,ml,1.7,wong,2024-12-05 19:29:58.296715,AGUA DE MESA SIN GAS,750.0,ml,1.7
AGUA MESA SIN GAS BOTELLA X 750ML,SAN LUIS,750.0,ml,1.8,tottus,2024-12-05 12:47:39.528126,AGUA DE MESA SIN GAS,750.0,ml,1.8
Agua Mineral Sin Gas 600 mL,SAN MATEO,600.0,ml,2.2,tottus,2024-12-05 12:47:39.528126,AGUA DE MESA SIN GAS,600.0,ml,2.2
AGUA MESA SIN GAS BOTELLA X 1L,SAN LUIS,1.0,l,2.5,tottus,2024-12-05 12:47:39.528126,AGUA DE MESA SIN GAS,1.0,l,2.5
Agua Mineral sin gas con Tapa Deportiva 1 L,CIELO,1.0,l,2.5,tottus,2024-12-05 12:47:39.528126,AGUA DE MESA SIN GAS,1.0,l,2.5
Agua de Mesa Sin Gas Benedictino Botella 3L,,3.0,l,2.7,metro,2024-12-05 16:52:35.360295,AGUA DE MESA SIN GAS,3.0,l,2.7
Agua de Mesa Sin Gas San Luis Botella 1L,,1.0,l,2.8,metro,2024-12-05 16:52:35.360295,AGUA DE MESA SIN GAS,1.0,l,2.8
Agua de Mesa Sin Gas San Luis Botella 1L,,1.0,l,2.8,wong,2024-12-05 19:29:58.296715,AGUA DE MESA SIN GAS,1.0,l,2.8
Agua de Mesa Con Gas San Luis Botella 2.5L,,2.5,l,2.9,metro,2024-12-05 16:52:35.360295,AGUA DE MESA SIN GAS,2.5,l,2.9
Agua de Mesa Con Gas San Luis Botella 2.5L,,2.5,l,3.0,wong,2024-12-05 19:29:58.296715,AGUA DE MESA SIN GAS,2.5,l,3.0
Agua de Mesa Sin Gas San Luis Botella 2.5L,,2.5,l,3.0,wong,2024-12-05 19:29:58.296715,AGUA DE MESA SIN GAS,2.5,l,3.0
Agua Mineral Sin Gas 2.5 L,SAN MATEO,2.5,l,3.9,tottus,2024-12-05 12:47:39.528126,AGUA DE MESA SIN GAS,2.5,l,3.9
Agua mineral sin gas de 3 L,SAN CARLOS,3.0,l,3.9,tottus,2024-12-05 12:47:39.528126,AGUA DE MESA SIN GAS,3.0,l,3.9
Sixpack Agua de Mesa Cuisine & Co Botella 625ml,,625.0,ml,5.5,metro,2024-12-05 16:52:35.360295,AGUA DE MESA SIN GAS,625.0,ml,5.5
Sixpack Agua de Mesa Cuisine & Co Botella 625ml,,625.0,ml,5.5,wong,2024-12-05 19:29:58.296715,AGUA DE MESA SIN GAS,625.0,ml,5.5
Agua de mesa sin gas bidón 7 L,TOTTUS,7.0,l,5.9,tottus,2024-12-05 12:47:39.528126,AGUA DE MESA SIN GAS,7.0,l,5.9
