description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Camote Amarillo x kg,,1.0,kg,1.69,metro,2024-12-05 16:21:08.123265,CAMOTE AMARILLO,1,kg,1.69
Camote Amarillo Especial Metro x kg,,1.0,kg,2.79,metro,2024-12-05 16:21:08.123265,CAMOTE AMARILLO,1,kg,2.79
Camote Amarillo x kg,,1.0,kg,2.79,wong,2024-12-05 18:58:04.189023,CAMOTE AMARILLO,1,kg,2.79
Papa Blanca,,0.5,kg,2.79,plaza_vea,2024-12-05 15:39:16.973889,CAMOTE AMARILLO,1,kg,5.58
Camote Amarillo Procesado Meza x kg,,1.0,kg,3.19,wong,2024-12-05 18:58:04.189023,CAMOTE AMARILLO,1,kg,3.19
Camote Amarillo Procesado Wong x kg,,1.0,kg,3.19,wong,2024-12-05 18:58:04.189023,CAMOTE AMARILLO,1,kg,3.19
Papa Blanca Yungay,,1.0,kg,3.19,plaza_vea,2024-12-05 15:39:16.973889,CAMOTE AMARILLO,1,kg,3.19
Papa Cocktail Amarilla,,1.0,kg,3.69,plaza_vea,2024-12-05 15:39:16.973889,CAMOTE AMARILLO,1,kg,3.69
Camote Amarillo x kg,VIVANDA,1.0,kg,3.99,vivanda,2024-12-05 22:16:55.203579,CAMOTE AMARILLO,1,kg,3.99
Yuca,,1.0,kg,4.49,plaza_vea,2024-12-05 15:39:16.973889,CAMOTE AMARILLO,1,kg,4.49
Camote Amarillo Agro Selecto 1Kg,,1.0,kg,4.75,wong,2024-12-05 18:58:04.189023,CAMOTE AMARILLO,1,kg,4.75
Camote Amarillo Agro Selecto 1Kg,,1.0,kg,4.75,metro,2024-12-05 16:21:08.123265,CAMOTE AMARILLO,1,kg,4.75
Papa Andina Procesada,,0.5,kg,4.99,plaza_vea,2024-12-05 15:39:16.973889,CAMOTE AMARILLO,1,kg,9.98
Olluco,,0.5,kg,6.79,plaza_vea,2024-12-05 15:39:16.973889,CAMOTE AMARILLO,1,kg,13.58
Kion,,0.3,kg,9.9,plaza_vea,2024-12-05 15:39:16.973889,CAMOTE AMARILLO,1,kg,33.0
Camote Amarillo Procesado Agro Selecto 2Kg,,2.0,kg,10.0,metro,2024-12-05 16:21:08.123265,CAMOTE AMARILLO,1,kg,5.0
