description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
Crema con Queso Natural BELL'S Paquete 80g,S/ 2.80 un,plaza_vea,QUESO MANTECOSO,2024-12-05 15:08:09.926514,80.0,g,Crema con Queso Natural BELL'S Paquete,2.8,plaza_vea,Sachet 80g,,QUESO MANTECOSO
Queso crema LA FLORENCIA Sabor Jamón 80g,S/ 2.80 un,plaza_vea,QUESO MANTECOSO,2024-12-05 15:08:09.926514,80.0,g,Queso crema LA FLORENCIA Sabor Jamón,2.8,plaza_vea,Paquete 80g,,QUESO MANTECOSO
Queso Crema LAIVE Finas Hierbas Sachet 80g,S/ 3 un,plaza_vea,QUESO MANTECOSO,2024-12-05 15:08:09.926514,80.0,g,Queso Crema LAIVE Finas Hierbas Sachet,3.0,plaza_vea,Sachet 80g,,QUESO MANTECOSO
Queso Fundido BONLÉ Sabor Jamón Sachet 80g,S/ 3.50 un,plaza_vea,QUESO MANTECOSO,2024-12-05 15:08:09.926514,80.0,g,Queso Fundido BONLÉ Sabor Jamón Sachet,3.5,plaza_vea,Sachet 80g,,QUESO MANTECOSO
Queso Parmesano BELL'S Paquete 35g,S/ 4.20 un,plaza_vea,QUESO MANTECOSO,2024-12-05 15:08:09.926514,35.0,g,Queso Parmesano BELL'S Paquete,4.2,plaza_vea,Paquete 35g,,QUESO MANTECOSO
Queso Parmesano Rallado LAIVE Paquete 35g,S/ 4.59 un,plaza_vea,QUESO MANTECOSO,2024-12-05 15:08:09.926514,35.0,g,Queso Parmesano Rallado LAIVE Paquete,4.59,plaza_vea,Paquete 35g,,QUESO MANTECOSO
Queso Parmesano Rallado BONLÉ Paquete 35g,S/ 4.70 un,plaza_vea,QUESO MANTECOSO,2024-12-05 15:08:09.926514,35.0,g,Queso Parmesano Rallado BONLÉ Paquete,4.7,plaza_vea,Paquete 35g,,QUESO MANTECOSO
Queso Parmesano Rallado BONLÉ Paquete 35g,S/ 4.70,vivanda,QUESO MANTECOSO,2024-12-05 21:56:01.816302,35.0,g,Queso Parmesano Rallado BONLÉ Paquete,4.7,vivanda,,BONLÉ,QUESO MANTECOSO
Galletas Saladas RITZ sabor Queso Paquete 6un,S/ 4.79 un,plaza_vea,QUESO MANTECOSO,2024-12-05 15:08:09.926514,6.0,un,Galletas Saladas RITZ sabor Queso Paquete,4.79,plaza_vea,Paquete 6un,,QUESO MANTECOSO
Palitos de Maíz CHEESE TRIS Queso Bolsa 120g,S/ 5 un,plaza_vea,QUESO MANTECOSO,2024-12-05 15:08:09.926514,120.0,g,Palitos de Maíz CHEESE TRIS Queso Bolsa,5.0,plaza_vea,Bolsa 120g,,QUESO MANTECOSO
