description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Papas PRINGLES Sabor Original 37g,S/ 6.00,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,37.0,g,Papas PRINGLES Sabor Original,6.0,vivanda,PRINGLES,PAPA HUAYRO
Papas Fritas BELL'S Sabor Pizza Lata 150g,S/ 6.10,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,150.0,g,Papas Fritas BELL'S Sabor Pizza Lata,6.1,vivanda,BELL'S,PAPA HUAYRO
Papas Fritas BELL'S Sabor Crema y Cebolla Lata 150g,S/ 6.10,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,150.0,g,Papas Fritas BELL'S Sabor Crema y Cebolla Lata,6.1,vivanda,BELL'S,PAPA HUAYRO
PAPAS FRITAS EN HOJUELAS X185GR,S/ 6.30,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,185.0,g,PAPAS FRITAS EN HOJUELAS XR,6.3,tottus,TOTTUS,PAPA HUAYRO
Crunch Garbanzo Cheddar Dyff 100 g,S/ 6.30,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,100.0,g,Crunch Garbanzo Cheddar Dyff,6.3,tottus,DYFFERENT,PAPA HUAYRO
Papa Huayro Comcen x kg,S/ 6.39 x kg,wong,PAPA HUAYRO,2024-12-05 18:58:48.721290,1.0,kg,Papa Huayro Comcen,6.39,wong,,PAPA HUAYRO
Papa Huayro x kg,S/ 6.39 x kg,wong,PAPA HUAYRO,2024-12-05 18:58:48.721290,1.0,kg,Papa Huayro,6.39,wong,,PAPA HUAYRO
Papas Nativas Mix 160 g,S/ 6.45,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,160.0,g,Papas Nativas Mix,6.45,tottus,TIYAPUY,PAPA HUAYRO
Chizito Fiesta Queso 190g,S/ 6.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,190.0,g,Chizito Fiesta Queso,6.5,tottus,CHIZITOS,PAPA HUAYRO
Papas LAY'S Artesanas Sal Marina Bolsa 135g,S/ 6.50,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,135.0,g,Papas LAY'S Artesanas Sal Marina Bolsa,6.5,vivanda,LAY'S,PAPA HUAYRO
MANI CONFITADO X 200G,S/ 6.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,200.0,g,MANI CONFITADO X,6.5,tottus,TOTTUS,PAPA HUAYRO
Papa Huayro Agro Selecto 1Kg,S/ 6.90,wong,PAPA HUAYRO,2024-12-05 18:58:48.721290,1.0,kg,Papa Huayro Agro Selecto,6.9,wong,,PAPA HUAYRO
Chifle Salado 150 g,S/ 6.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,150.0,g,Chifle Salado,6.9,tottus,VILLA NATURA,PAPA HUAYRO
Maní Tostado 250 g,S/ 6.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,250.0,g,Maní Tostado,6.9,tottus,TOTTUS,PAPA HUAYRO
Papa Huayro Agro Selecto 1Kg,S/ 6.90,metro,PAPA HUAYRO,2024-12-05 16:22:22.190333,1.0,kg,Papa Huayro Agro Selecto,6.9,metro,,PAPA HUAYRO
Papas al Hilo 150 g,S/ 6.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,150.0,g,Papas al Hilo,6.9,tottus,VILLA NATURA,PAPA HUAYRO
Papas LAYS Clásicas Bolsa 210gr,S/ 7.00,vega,PAPA HUAYRO,2024-12-05 13:02:45.266909,210.0,g,Papas LAYS Clásicas Bolsa r,7.0,vega,Lays,PAPA HUAYRO
Papa Seca 500 g,S/ 7.30,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,500.0,g,Papa Seca,7.3,tottus,TESORO DEL CAMPO,PAPA HUAYRO
Camote 135g,S/ 7.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,135.0,g,Camote,7.5,tottus,NATUCHIPS,PAPA HUAYRO
Papas Nativas Mixtas TIYAPUY Bolsa 142g,S/ 7.60,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,142.0,g,Papas Nativas Mixtas TIYAPUY Bolsa,7.6,vivanda,TIYAPUY,PAPA HUAYRO
Papas Fritas INKA CHIPS BBQ y Cebolla Bolsa 135g,S/ 7.80,vega,PAPA HUAYRO,2024-12-05 13:02:45.266909,135.0,g,Papas Fritas INKA CHIPS BBQ y Cebolla Bolsa,7.8,vega,INKA CHIPS,PAPA HUAYRO
Papas INKA CHIPS Jalapeños Bolsa 135g,S/ 7.80,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,135.0,g,Papas INKA CHIPS Jalapeños Bolsa,7.8,vivanda,INKA CHIPS,PAPA HUAYRO
Papas INKA CHIPS Sabor Jalapeño 135g,S/ 7.80,vega,PAPA HUAYRO,2024-12-05 13:02:45.266909,135.0,g,Papas INKA CHIPS Sabor Jalapeño,7.8,vega,INKA CHIPS,PAPA HUAYRO
Papas INKA CHIPS BBQ & Cebolla Bolsa 135g,S/ 7.80,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,135.0,g,Papas INKA CHIPS BBQ & Cebolla Bolsa,7.8,vivanda,INKA CHIPS,PAPA HUAYRO
Papas Fritas INKA CHIPS Bolsa 135g,S/ 7.80,vega,PAPA HUAYRO,2024-12-05 13:02:45.266909,135.0,g,Papas Fritas INKA CHIPS Bolsa,7.8,vega,INKA CHIPS,PAPA HUAYRO
Papa Canchan Prefrita con Cascara Congelada BELL'S Bolsa 500g,S/ 7.90,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,500.0,g,Papa Canchan Prefrita con Cascara Congelada BELL'S Bolsa,7.9,vivanda,BELL'S,PAPA HUAYRO
Piqueo Andino 175 g,S/ 7.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,175.0,g,Piqueo Andino,7.9,tottus,TOTTUS,PAPA HUAYRO
Almendras 80 g,S/ 7.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,80.0,g,Almendras,7.9,tottus,VILLA NATURA,PAPA HUAYRO
Chips De Papas Sabor Picante 134gr,S/ 7.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,134.0,g,Chips De Papas Sabor Picante r,7.9,tottus,TOTTUS,PAPA HUAYRO
Chips de papas sabor original 134 g,S/ 7.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,134.0,g,Chips de papas sabor original,7.9,tottus,TOTTUS,PAPA HUAYRO
Veggie Chips Tropical 125 g,S/ 8,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,125.0,g,Veggie Chips Tropical,8.0,tottus,INKA CHIPS,PAPA HUAYRO
Maní Engalletado Picante 200g,S/ 8,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,200.0,g,Maní Engalletado Picante,8.0,tottus,KARINTO,PAPA HUAYRO
Veggie Chips Camote 130 g,S/ 8,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,130.0,g,Veggie Chips Camote,8.0,tottus,INKA CHIPS,PAPA HUAYRO
Papa Seca COSTEÑO Bolsa 500g,S/ 8.10,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,500.0,g,Papa Seca COSTEÑO Bolsa,8.1,vivanda,COSTENO,PAPA HUAYRO
Papas Fritas INKA CHIPS Finas Hierbas Bolsa y Lima 115g,S/ 8.20,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,115.0,g,Papas Fritas INKA CHIPS Finas Hierbas Bolsa y Lima,8.2,vivanda,INKA CHIPS,PAPA HUAYRO
Puré de papas instantáneo 250 g,S/ 8.20,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,250.0,g,Puré de papas instantáneo,8.2,tottus,TOTTUS,PAPA HUAYRO
Papas Onduladas INKA CHIPS Búfalo Bolsa 115g,S/ 8.20,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,115.0,g,Papas Onduladas INKA CHIPS Búfalo Bolsa,8.2,vivanda,INKA CHIPS,PAPA HUAYRO
Papas Peruanas INKA CHIPS Bembos Hamburguesa Bolsa 120g,S/ 8.30,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,120.0,g,Papas Peruanas INKA CHIPS Bembos Hamburguesa Bolsa,8.3,vivanda,INKA CHIPS,PAPA HUAYRO
Papa Seca Costeño 500 g,S/ 8.40,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,500.0,g,Papa Seca Costeño,8.4,tottus,COSTENO,PAPA HUAYRO
Papas PRINGLES Crema y Cebolla Lata 109g,S/ 8.50,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,109.0,g,Papas PRINGLES Crema y Cebolla Lata,8.5,vivanda,PRINGLES,PAPA HUAYRO
Papas PRINGLES Queso Lata 109g,S/ 8.50,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,109.0,g,Papas PRINGLES Queso Lata,8.5,vivanda,PRINGLES,PAPA HUAYRO
Papas Lay's Clásicas 210g,S/ 8.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,210.0,g,Papas Lay's Clásicas,8.5,tottus,LAYS,PAPA HUAYRO
Papa Queso 135g,S/ 8.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,135.0,g,Papa Queso,8.5,tottus,INKA CHIPS,PAPA HUAYRO
Papa Jalapeno 135g,S/ 8.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,135.0,g,Papa Jalapeno,8.5,tottus,INKA CHIPS,PAPA HUAYRO
PAPAS CUSQUENA BUFALO X 115G,S/ 8.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,115.0,g,PAPAS CUSQUENA BUFALO X,8.5,tottus,INKA CHIPS,PAPA HUAYRO
Papas onduladas con tomate albahaca y aceite de oliva de 115 g,S/ 8.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,115.0,g,Papas onduladas con tomate albahaca y aceite de oliva de,8.5,tottus,INKA CHIPS,PAPA HUAYRO
PAPAS CUSQUENA HABANERO BBQ 115G,S/ 8.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,115.0,g,PAPAS CUSQUENA HABANERO BBQ,8.5,tottus,INKA CHIPS,PAPA HUAYRO
Papas PRINGLES Original Lata 104g,S/ 8.50,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,104.0,g,Papas PRINGLES Original Lata,8.5,vivanda,PRINGLES,PAPA HUAYRO
Papa Hamburguesa Bembos 120 g,S/ 8.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,120.0,g,Papa Hamburguesa Bembos,8.5,tottus,INKA CHIPS,PAPA HUAYRO
Papa Salada 135g,S/ 8.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,135.0,g,Papa Salada,8.5,tottus,INKA CHIPS,PAPA HUAYRO
Papas PRINGLES Queso Lata 109g,S/ 8.90,vega,PAPA HUAYRO,2024-12-05 13:02:45.266909,109.0,g,Papas PRINGLES Queso Lata,8.9,vega,Pringles,PAPA HUAYRO
Papas PRINGLES Sour & Cream Lata 109g,S/ 8.90,vega,PAPA HUAYRO,2024-12-05 13:02:45.266909,109.0,g,Papas PRINGLES Sour & Cream Lata,8.9,vega,Pringles,PAPA HUAYRO
Papas PRINGLES Original Lata 104g,S/ 8.90,vega,PAPA HUAYRO,2024-12-05 13:02:45.266909,104.0,g,Papas PRINGLES Original Lata,8.9,vega,Pringles,PAPA HUAYRO
Papa Nativa Mixta Tubo 100 g,S/ 8.93,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,100.0,g,Papa Nativa Mixta Tubo,8.93,tottus,TIYAPUY,PAPA HUAYRO
Queso Atrevido 190g,S/ 9,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,190.0,g,Queso Atrevido,9.0,tottus,DORITOS,PAPA HUAYRO
Takis Blue Heat Explosión 200 g,S/ 9.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,200.0,g,Takis Blue Heat Explosión,9.5,tottus,TOTTUS,PAPA HUAYRO
Takis Fuego Flow Bar Explosión 200 g,S/ 9.60,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,200.0,g,Takis Fuego Flow Bar Explosión,9.6,tottus,TOTTUS,PAPA HUAYRO
SOLA ORIGINAL 104G,S/ 9.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,104.0,g,SOLA ORIGINAL,9.9,tottus,PRINGLES,PAPA HUAYRO
SOLA SOUR CREAM 109G,S/ 9.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,109.0,g,SOLA SOUR CREAM,9.9,tottus,PRINGLES,PAPA HUAYRO
Papas Nativas TIYAPUY Mixtas Sabor a Jalapeño Bolsa 142g,S/ 9.90,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,142.0,g,Papas Nativas TIYAPUY Mixtas Sabor a Jalapeño Bolsa,9.9,vivanda,TIYAPUY,PAPA HUAYRO
Papa Sazonada en Gajos AVIKO Bolsa 500g,S/ 9.90,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,500.0,g,Papa Sazonada en Gajos AVIKO Bolsa,9.9,vivanda,AVIKO,PAPA HUAYRO
Papas Nativas TIYAPUY Mixtas Sabor a Limón y Pimienta Bolsa 142g,S/ 9.90,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,142.0,g,Papas Nativas TIYAPUY Mixtas Sabor a Limón y Pimienta Bolsa,9.9,vivanda,TIYAPUY,PAPA HUAYRO
Papa Prefrita BELL'S Bolsa 1Kg,S/ 10.49,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,1.0,kg,Papa Prefrita BELL'S Bolsa,10.49,vivanda,BELL'S,PAPA HUAYRO
Papa Prefrita Congelada AVIKO Bolsa 1kg,S/ 10.90,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,1.0,kg,Papa Prefrita Congelada AVIKO Bolsa,10.9,vivanda,AVIKO,PAPA HUAYRO
Papas Al Hilo 250g,S/ 10.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,250.0,g,Papas Al Hilo,10.9,tottus,VILLA NATURA,PAPA HUAYRO
NACHOS CLASICOS 160G,S/ 10.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,160.0,g,NACHOS CLASICOS,10.9,tottus,SANISSIMO,PAPA HUAYRO
Papa Super Crunch AVIKO Bolsa 750g,S/ 10.90,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,750.0,g,Papa Super Crunch AVIKO Bolsa,10.9,vivanda,AVIKO,PAPA HUAYRO
PAPA TUMBAY PREFRITA CONGELADA 800G,S/ 11.50,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,800.0,g,PAPA TUMBAY PREFRITA CONGELADA,11.5,tottus,TOTTUS,PAPA HUAYRO
CHICHARRON DE CERDO X 150GR,S/ 11.90,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,150.0,g,CHICHARRON DE CERDO X R,11.9,tottus,TOTTUS,PAPA HUAYRO
Papa Tradicional Congelada BEM BRASIL Bolsa 1.05kg,S/ 11.90,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,1.05,kg,Papa Tradicional Congelada BEM BRASIL Bolsa,11.9,vivanda,BEM BRASIL,PAPA HUAYRO
Redondos Salados 280g,S/ 12,tottus,PAPA HUAYRO,2024-12-05 12:23:46.103358,280.0,g,Redondos Salados,12.0,tottus,TOSTITOS,PAPA HUAYRO
Papa Rellena LA FLORENCIA 450g,S/ 12.10,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,450.0,g,Papa Rellena LA FLORENCIA,12.1,vivanda,LA FLORENCIA,PAPA HUAYRO
Papa Crinkle Congelada BEM BRASIL Bolsa 1.05kg,S/ 12.49,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,1.05,kg,Papa Crinkle Congelada BEM BRASIL Bolsa,12.49,vivanda,BEM BRASIL,PAPA HUAYRO
Papas Prefritas BEM BRASIL con Forma de Caritas Bolsa 1.05Kg,S/ 12.49,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,1.05,kg,Papas Prefritas BEM BRASIL con Forma de Caritas Bolsa,12.49,vivanda,BEM BRASIL,PAPA HUAYRO
Papas Prefritas Rizadas AVIKO Bolsa 750g,S/ 13.49,vivanda,PAPA HUAYRO,2024-12-05 22:18:05.232828,750.0,g,Papas Prefritas Rizadas AVIKO Bolsa,13.49,vivanda,AVIKO,PAPA HUAYRO
