description,brand,cantidad,unidad,price_numeric,website,scrape_timestamp,search_term,cantidad_escalada,unidad_escalada,price_numeric_escalado
Queso Paria en Tajadas Cuisine & Co 120g,,120.0,g,10.5,metro,2024-12-05 15:48:33.329212,QUESO PARIA,120.0,g,10.5
Queso Paria GLORIA en Tajadas Paquete 180g,,180.0,g,10.9,plaza_vea,2024-12-05 15:08:00.930236,QUESO PARIA,180.0,g,10.9
Queso Paria BONLÉ,,0.2,kg,11.58,plaza_vea,2024-12-05 15:08:00.930236,QUESO PARIA,0.2,kg,11.58
Queso Paria en Tajadas Gloria 180g,,180.0,g,13.2,metro,2024-12-05 15:48:33.329212,QUESO PARIA,180.0,g,13.2
Queso Paria en Tajadas Gloria 180g,,180.0,g,13.2,wong,2024-12-05 18:21:33.878755,QUESO PARIA,180.0,g,13.2
Queso Paria La Matilde Tajadas 200g,,200.0,g,13.9,wong,2024-12-05 18:21:33.878755,QUESO PARIA,200.0,g,13.9
Queso Paria en Tajadas Cuisine & Co 180g,,180.0,g,14.5,wong,2024-12-05 18:21:33.878755,QUESO PARIA,180.0,g,14.5
Queso Paria De Origen Cuña 300g,,300.0,g,20.1,wong,2024-12-05 18:21:33.878755,QUESO PARIA,300.0,g,20.1
Queso Paria De Origen Tajadas 300g,,300.0,g,25.7,wong,2024-12-05 18:21:33.878755,QUESO PARIA,300.0,g,25.7
Queso Paria Cuisine & Co 400g,,400.0,g,29.9,metro,2024-12-05 15:48:33.329212,QUESO PARIA,400.0,g,29.9
Queso Paria Cuisine & Co 400g,,400.0,g,29.9,wong,2024-12-05 18:21:33.878755,QUESO PARIA,400.0,g,29.9
Queso Paria Madurado LA MATILDE x kg,,0.5,kg,32.95,plaza_vea,2024-12-05 15:08:00.930236,QUESO PARIA,0.5,kg,32.95
Queso Paria CHUGUR,,0.55,kg,32.95,plaza_vea,2024-12-05 15:08:00.930236,QUESO PARIA,0.55,kg,32.95
Queso Paria COSTUMBRES PERUANAS,,0.55,kg,38.06,plaza_vea,2024-12-05 15:08:00.930236,QUESO PARIA,0.55,kg,38.06
Queso Paria con Orégano EL ARTESANO,,0.55,kg,38.45,plaza_vea,2024-12-05 15:08:00.930236,QUESO PARIA,0.55,kg,38.45
Queso Paria EL ARTESANO,,0.55,kg,38.45,plaza_vea,2024-12-05 15:08:00.930236,QUESO PARIA,0.55,kg,38.45
QUESO PARIA CON OREGANO X KG.,LAITS,1.0,kg,53.0,tottus,2024-12-05 11:51:13.157587,QUESO PARIA,1.0,kg,53.0
Queso Paria Arequipa x kg,,1.0,kg,54.0,metro,2024-12-05 15:48:33.329212,QUESO PARIA,1.0,kg,54.0
Queso Paria Arequipa x kg,,1.0,kg,54.0,wong,2024-12-05 18:21:33.878755,QUESO PARIA,1.0,kg,54.0
Queso Paria Bonlé x kg,,1.0,kg,55.0,metro,2024-12-05 15:48:33.329212,QUESO PARIA,1.0,kg,55.0
Queso Paria Bonlé x kg,,1.0,kg,55.0,wong,2024-12-05 18:21:33.878755,QUESO PARIA,1.0,kg,55.0
Queso Paria con Oregano El Artesano de Antaño x kg,,1.0,kg,62.9,metro,2024-12-05 15:48:33.329212,QUESO PARIA,1.0,kg,62.9
Queso Paria Orégano Lait's x kg,,1.0,kg,63.9,metro,2024-12-05 15:48:33.329212,QUESO PARIA,1.0,kg,63.9
Queso Paria Mistiano x kg,,1.0,kg,63.9,metro,2024-12-05 15:48:33.329212,QUESO PARIA,1.0,kg,63.9
Queso Paria Orégano Lait's x kg,,1.0,kg,63.9,wong,2024-12-05 18:21:33.878755,QUESO PARIA,1.0,kg,63.9
Queso Paria Tipo Puno Valle Lindo x kg,,1.0,kg,63.9,wong,2024-12-05 18:21:33.878755,QUESO PARIA,1.0,kg,63.9
Queso Paria de Vaca Duman x Kg,,1.0,kg,65.0,metro,2024-12-05 15:48:33.329212,QUESO PARIA,1.0,kg,65.0
Queso Paria con Orégano La Compania Delicatessen x kg,,1.0,kg,66.9,wong,2024-12-05 18:21:33.878755,QUESO PARIA,1.0,kg,66.9
Queso Paria La Compania Delicatessen x kg,,1.0,kg,66.9,wong,2024-12-05 18:21:33.878755,QUESO PARIA,1.0,kg,66.9
Queso Paria La Candelaria x kg,,1.0,kg,72.8,wong,2024-12-05 18:21:33.878755,QUESO PARIA,1.0,kg,72.8
Queso Paria La Candelaria x kg,,1.0,kg,72.8,metro,2024-12-05 15:48:33.329212,QUESO PARIA,1.0,kg,72.8
