description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
BEBIDA FRESH MANZANA BOT X 500ML,S/ 1.60,tottus,MANZANA ISRAEL,2024-12-05 11:57:30.908935,500.0,ml,BEBIDA FRESH MANZANA BOT X,1.6,tottus,,FRUGOS DEL VALLE,MANZANA ISRAEL
Agua Manzana con gas 500 mL,S/ 2,tottus,MANZANA ISRAEL,2024-12-05 11:57:30.908935,500.0,ml,Agua Manzana con gas,2.0,tottus,,SOCOSANI,MANZANA ISRAEL
Bebida Rehidratante ELECTROLIGHT Manzana Botella 475ml,S/ 2.10,vivanda,MANZANA ISRAEL,2024-12-05 22:01:00.958539,475.0,ml,Bebida Rehidratante ELECTROLIGHT Manzana Botella,2.1,vivanda,,ELECTROLIGHT,MANZANA ISRAEL
Agua con Gas SAN LUIS Sabor a Manzana Botella 625ml,S/ 2.20,vivanda,MANZANA ISRAEL,2024-12-05 22:01:00.958539,625.0,ml,Agua con Gas SAN LUIS Sabor a Manzana Botella,2.2,vivanda,,SAN LUIS,MANZANA ISRAEL
BEBIDA CON GAS MANZANA BOT X 625ML,S/ 2.20,tottus,MANZANA ISRAEL,2024-12-05 11:57:30.908935,625.0,ml,BEBIDA CON GAS MANZANA BOT X,2.2,tottus,,SAN LUIS,MANZANA ISRAEL
Suavizante SUAVITEL Frescura de Manzana Doypack 180ml,S/ 2.20,vega,MANZANA ISRAEL,2024-12-05 12:35:15.787565,180.0,ml,Suavizante SUAVITEL Frescura de Manzana Doypack,2.2,vega,,Suavitel,MANZANA ISRAEL
Bebida Rehidratante Sabor Manzana 500 mL,S/ 2.40,tottus,MANZANA ISRAEL,2024-12-05 11:57:30.908935,500.0,ml,Bebida Rehidratante Sabor Manzana,2.4,tottus,,GATORADE,MANZANA ISRAEL
COMPOTA DURAZNO Y MANZANA X 90G,S/ 2.50,tottus,MANZANA ISRAEL,2024-12-05 11:57:30.908935,90.0,g,COMPOTA DURAZNO Y MANZANA X,2.5,tottus,,TOTTUS,MANZANA ISRAEL
Compota de Manzana frasco de 113 g,S/ 2.50,tottus,MANZANA ISRAEL,2024-12-05 11:57:30.908935,113.0,g,Compota de Manzana frasco de,2.5,tottus,,TOTTUS,MANZANA ISRAEL
COMPOTA DE MANZANA X 90G,S/ 2.50,tottus,MANZANA ISRAEL,2024-12-05 11:57:30.908935,90.0,g,COMPOTA DE MANZANA X,2.5,tottus,,TOTTUS,MANZANA ISRAEL
Compota Pera Y Manzana - ENVASE 90 GR,S/ 2.50,tottus,MANZANA ISRAEL,2024-12-05 11:57:30.908935,90.0,g,Compota Pera Y Manzana - ENVASE R,2.5,tottus,,TOTTUS,MANZANA ISRAEL
Gaseosa FANTA Manzana Beetlejuice Botella 500ml,S/ 2.70,vivanda,MANZANA ISRAEL,2024-12-05 22:01:00.958539,500.0,ml,Gaseosa FANTA Manzana Beetlejuice Botella,2.7,vivanda,,FANTA,MANZANA ISRAEL
Maizena DURYEA Caja 100gr,S/ 2.90,vega,MANZANA ISRAEL,2024-12-05 12:35:15.787565,100.0,g,Maizena DURYEA Caja r,2.9,vega,,Duryea,MANZANA ISRAEL
Colado Orgánico Manzana Bebé 90g,S/ 2.90,tottus,MANZANA ISRAEL,2024-12-05 11:57:30.908935,90.0,g,Colado Orgánico Manzana Bebé,2.9,tottus,,TOTTUS,MANZANA ISRAEL
Maizena UNIVERSAL Bolsa 180gr,S/ 3.00,vega,MANZANA ISRAEL,2024-12-05 12:35:15.787565,180.0,g,Maizena UNIVERSAL Bolsa r,3.0,vega,,Universal,MANZANA ISRAEL
Limpiador VCLEAN Manzana y Canela Botella 900ml,S/ 3.20,vega,MANZANA ISRAEL,2024-12-05 12:35:15.787565,900.0,ml,Limpiador VCLEAN Manzana y Canela Botella,3.2,vega,,Vclean,MANZANA ISRAEL
Chuño UNIVERSAL Bolsa 180gr,S/ 3.30,vega,MANZANA ISRAEL,2024-12-05 12:35:15.787565,180.0,g,Chuño UNIVERSAL Bolsa r,3.3,vega,,Universal,MANZANA ISRAEL
Manzana Israel Añawi Metro x kg,S/ 3.39 x kg,metro,MANZANA ISRAEL,2024-12-05 15:56:51.607047,1.0,kg,Manzana Israel Añawi Metro,3.39,metro,,,MANZANA ISRAEL
Avena Instantánea de Manzana y Canela BELL'S Vaso 45g,S/ 3.50,vivanda,MANZANA ISRAEL,2024-12-05 22:01:00.958539,45.0,g,Avena Instantánea de Manzana y Canela BELL'S Vaso,3.5,vivanda,,BELL'S,MANZANA ISRAEL
